timestamp,attitude_roll,attitude_pitch,attitude_yaw,rotation_rate_x,rotation_rate_y,rotation_rate_z,gravity_x,gravity_y,gravity_z,user_acc_x,user_acc_y,user_acc_z,magnetic_field_x,magnetic_field_y,magnetic_field_z,latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp
1466440914.25,-0.087925,-0.011590,0.000626,-0.002111,0.001918,0.000263,-0.087806,0.011590,-0.996070,-0.015481,-0.008126,-0.015145,31.406193,16.978718,3.339868,,,,,,
1466440914.26,-0.087248,-0.011819,0.000601,0.005356,0.009358,-0.002970,-0.087131,0.011818,-0.996127,0.026721,0.016624,0.019274,31.406679,16.979057,3.333570,,,,,,
1466440914.27,-0.087672,-0.011657,0.000612,0.001045,-0.024633,0.002561,-0.087553,0.011657,-0.996092,-0.011446,-0.010589,-0.024950,31.406679,16.979057,3.333570,,,,,,
1466440914.28,-0.087651,-0.011724,0.000627,0.001106,0.023150,0.001197,-0.087533,0.011724,-0.996093,-0.006247,0.006343,0.008162,31.406679,16.979057,3.333570,,,,,,
1466440914.29,-0.087572,-0.011678,0.000641,0.001059,-0.012953,0.002488,-0.087454,0.011678,-0.996100,0.005179,-0.003407,-0.003488,31.405701,16.979078,3.342669,,,,,,
1466440914.30,-0.087789,-0.011657,0.000652,0.000036,0.016782,0.000172,-0.087671,0.011656,-0.996081,-0.015479,-0.000594,-0.007489,31.405701,16.979078,3.342669,,,,,,
1466440914.31,-0.087443,-0.011710,0.000662,0.000009,-0.003393,0.001363,-0.087326,0.011709,-0.996111,0.015396,0.002741,0.002993,31.405701,16.979078,3.342669,,,,,,
1466440914.32,-0.087648,-0.011648,0.000672,0.003203,-0.003396,0.001366,-0.087530,0.011648,-0.996094,-0.007517,-0.001974,-0.010040,31.405861,16.977211,3.350644,,,,,,
1466440914.33,-0.087530,-0.011692,0.000670,-0.002112,0.001919,0.000263,-0.087412,0.011692,-0.996104,0.004603,0.002255,0.000849,31.405861,16.977211,3.350644,,,,,,
1466440914.34,-0.087624,-0.011664,0.000678,0.002141,-0.001271,0.001351,-0.087506,0.011664,-0.996096,-0.004291,-0.000677,-0.004591,31.405861,16.977211,3.350644,,,,,,
,,,,,,,,,,,,,,,,29.719994,-95.399257,9.906107,-1.000000,-1.000000,1466440845.10
,,,,,,,,,,,,,,,,29.719948,-95.399114,9.906107,-1.000000,-1.000000,1466440828.93
1466440914.35,-0.087543,-0.011653,0.000686,-0.001037,0.008292,-0.000841,-0.087426,0.011653,-0.996103,0.000099,-0.000956,-0.004004,31.406248,16.977097,3.347597,,,,,,
,,,,,,,,,,,,,,,,29.719994,-95.399257,9.906107,-1.000000,-1.000000,1466440845.10
1466440914.36,-0.087535,-0.011656,0.000694,0.001074,-0.003394,0.001364,-0.087417,0.011655,-0.996104,0.000442,0.000521,-0.005575,31.406248,16.977097,3.347597,,,,,,
1466440914.37,-0.087559,-0.011671,0.000687,0.001085,0.000861,-0.001856,-0.087441,0.011670,-0.996101,-0.002036,0.001635,-0.004707,31.406248,16.977097,3.347597,,,,,,
,,,,,,,,,,,,,,,,29.720291,-95.400281,9.906107,-1.000000,-1.000000,1466440914.38
1466440914.38,-0.087568,-0.011662,0.000684,0.000024,0.005106,-0.000820,-0.087450,0.011662,-0.996101,-0.003157,-0.000462,-0.002038,31.406610,16.976677,3.346301,,,,,,
