timestamp(unix),user_acc_xAshu,user_acc_x23,user_acc_x22,user_acc_x21,user_acc_x20
1475015819,0.004017,-0.023434,0.648506,-0.347931,0.64441
1475015819,0.000571,0.029863,0.631946,-0.331822,0.647034
1475015819,0.001041,0.077055,0.625708,-0.29981,0.653425
1475015819,-0.006339,0.136224,0.569473,-0.249402,0.671483
1475015819,-0.002826,0.199061,0.544611,-0.19487,0.695939
1475015819,-0.00257,0.244104,0.526605,-0.17298,0.722212
1475015819,-0.005343,0.268526,0.501325,-0.132641,0.746078
1475015819,-0.003379,0.297158,0.465489,-0.089027,0.759371
1475015819,-0.004298,0.305682,0.420738,-0.02041,0.724931
1475015819,0.003293,0.308306,0.434507,0.058106,0.76311
1475015819,0.004364,0.300212,0.405339,0.07155,0.787476
1475015819,0.002162,0.329528,0.384746,0.141163,0.806414
1475015819,0.008431,0.32499,0.349378,0.180022,0.809201
1475015819,0.007423,0.307033,0.389993,0.215622,0.825274
1475015819,0.00648,0.312122,0.338295,0.225751,0.812888
1475015819,0.004467,0.30531,0.293514,0.26739,0.80109
1475015819,0.000321,0.285312,0.254225,0.291575,0.806061
1475015819,-0.000694,0.263532,0.192103,0.307285,0.867429
1475015819,0.001858,0.22672,0.101626,0.286364,0.855378
1475015819,0.013885,0.223286,0.033132,0.289903,0.834969
1475015819,0.012554,0.201137,-0.065205,0.310253,0.815156
1475015819,0.017204,0.16811,-0.122254,0.307075,0.835248
1475015819,0.021273,0.167325,-0.196445,0.309474,0.831849
1475015819,0.021657,0.173589,-0.257822,0.296815,0.832365
1475015819,0.02033,0.121597,-0.351071,0.262155,0.81024
1475015819,0.010382,0.110664,-0.302987,0.242569,0.822945
1475015819,0.011001,0.079162,-0.401221,0.21856,0.802209
1475015819,0.005554,0.049173,-0.400407,0.180076,0.807405
1475015819,-0.004296,0.003821,-0.41287,0.168011,0.791238
1475015819,-0.004861,0.013683,-0.39452,0.148956,0.771291
1475015819,-0.003213,-0.060099,-0.299223,0.15443,0.76575
1475015819,0.005997,-0.091422,-0.357988,0.126316,0.780981
1475015819,0.006013,-0.12313,-0.239895,0.076771,0.797309
1475015819,0.008236,-0.148839,-0.13111,0.109085,0.731763
1475015819,0.009962,-0.206524,-0.198325,0.030425,0.780673
1475015819,0.010291,-0.106723,-0.076957,0.009542,0.721242
1475015819,0.006637,-0.158226,-0.006243,-0.013087,0.741862
1475015819,0.003262,-0.208186,0.049066,-0.045148,0.731573
1475015819,0.003781,-0.181594,0.124503,-0.056098,0.742047
1475015819,0.001639,-0.142282,0.247214,-0.095545,0.72353
1475015819,0.001258,-0.194605,0.179436,-0.141146,0.731107
1475015819,0.001002,-0.111271,0.315682,-0.139178,0.716332
1475015819,0.004237,-0.160739,0.360722,-0.122534,0.698501
1475015819,0.0042,-0.111452,0.335925,-0.177027,0.69509
1475015819,0.004406,-0.075409,0.425314,-0.18631,0.692659
1475015819,0.007101,-0.021404,0.452594,-0.189873,0.69892
1475015819,0.007826,-0.021374,0.487669,-0.191743,0.698937
1475015819,0.008152,-0.009359,0.522189,-0.18856,0.709498
1475015819,0.009694,0.037329,0.534137,-0.179205,0.710424
1475015819,0.003449,0.118056,0.531719,-0.157265,0.717117
1475015819,0.004011,0.102908,0.572473,-0.128756,0.722039
1475015819,0.000948,0.125619,0.57552,-0.109925,0.720597
1475015819,-0.00279,0.145225,0.574531,-0.080594,0.744542
1475015819,-0.002607,0.171194,0.575046,-0.037664,0.77067
1475015819,-0.000348,0.173332,0.573583,-0.052226,0.768377
1475015819,0.004825,0.203166,0.518914,-0.020115,0.778747
1475015819,0.004962,0.209332,0.492509,0.032227,0.780824
1475015819,0.004719,0.185981,0.429808,0.030045,0.779865
1475015819,0.001652,0.18795,0.367119,0.072814,0.786213
1475015819,0.001564,0.207238,0.280192,0.086529,0.772122
1475015819,-0.000128,0.223207,0.163081,0.108195,0.769496
1475015820,0.003694,0.168153,0.184377,0.116049,0.782128
1475015820,0.003265,0.17176,0.153913,0.112689,0.745598
1475015820,0.003483,0.126647,0.199743,0.155689,0.741508
1475015820,0.006926,0.119004,0.197001,0.159436,0.76601
1475015820,0.00653,0.096476,0.204685,0.167752,0.784943
1475015820,0.008831,0.100106,0.378997,0.174071,0.795365
1475015820,0.008884,0.07487,0.253845,0.178243,0.799063
1475015820,0.008552,0.060429,0.111224,0.179703,0.797458
1475015820,0.005447,0.057328,-0.013705,0.157036,0.794813
1475015820,0.007783,0.050316,-0.126897,0.174167,0.788372
1475015820,0.007552,0.018435,-0.16463,0.150942,0.785065
1475015820,0.00609,0.009791,-0.273439,0.138679,0.76633
1475015820,0.003426,-0.030251,-0.338887,0.119879,0.777173
1475015820,0.003254,-0.01783,-0.419075,0.106978,1.692878
1475015820,0.004161,-0.011322,-0.477093,0.12552,1.658829
1475015820,0.001408,-0.08894,-0.467004,0.032515,1.811303
1475015820,0.001779,-0.081184,-0.487002,0.065819,2.183234
1475015820,-0.002253,-0.08815,-0.487963,0.033191,2.29907
1475015820,-0.009077,-0.111426,-0.462479,0.01666,2.23922
1475015820,-0.010101,-0.129047,-0.382952,0.016586,2.251335
1475015820,-0.007671,-0.139233,-0.362352,-0.014989,3.487502
1475015820,-0.009817,-0.124881,-0.328291,-0.028394,-3.718151
1475015820,-0.00584,-0.100756,-0.168461,-0.018001,-3.330391
1475015820,0.013605,-0.089769,-0.26147,-0.058854,1.059062
1475015820,0.015352,-0.081807,-0.062996,-0.04025,3.457041
1475015820,0.013269,-0.023226,0.022407,-0.059443,0.974102
1475015820,0.015662,-0.088587,0.101716,-0.077686,0.753931
1475015820,0.015327,0.013113,0.20257,-0.098504,1.143993
1475015820,0.014116,-0.019091,0.293042,-0.098705,1.861446
1475015820,0.011051,-0.020512,0.348844,-0.120106,1.422304
1475015820,0.011846,-0.021248,0.425566,-0.120289,0.738838
1475015820,0.007566,0.047247,0.456952,-0.118456,0.343005
1475015820,0.00743,0.02198,0.524732,-0.092228,0.277126
1475015820,0.008286,0.031466,0.539317,-0.120502,0.246069
1475015820,0.007738,0.031272,0.531996,-0.069028,0.319412
1475015820,0.010624,0.097925,0.540168,-0.032589,0.496298
1475015820,0.007078,0.097551,0.522623,-0.015668,0.387995
1475015820,0.005788,0.125559,0.532168,-0.022396,0.939306
1475015820,0.018362,0.128313,0.491871,0.006027,1.259473
1475015820,0.020543,0.136703,0.502943,0.00286,0.963771
1475015820,0.020678,0.134969,0.461947,0.015642,0.46791
1475015820,0.018718,0.123728,0.440698,0.035678,0.455891
1475015820,0.019624,0.11396,0.437537,0.05468,0.925112
1475015820,0.016839,0.084728,0.451197,0.04483,1.011893
1475015820,-0.002365,0.08515,0.422087,,
1475015820,-0.001109,0.057095,0.389008,0.075471,0.777048
1475015820,-0.000247,0.054836,0.34653,0.048299,0.634925
1475015820,-0.002956,0.222582,,0.073784,0.735209
1475015820,-0.002661,-0.249118,0.328625,0.079486,0.84138
1475015820,0.000971,0.193661,0.304747,0.068146,0.820075
1475015820,0.009154,0.026381,0.250636,0.076128,0.839816
1475015820,0.01124,0.708182,0.250948,0.08199,0.802899
1475015820,0.011662,0.355653,0.209488,0.075865,0.735233
1475015820,0.012643,0.081309,0.162133,0.075211,0.6877
1475015820,0.012444,-0.063016,0.119996,0.062367,0.746404
1475015820,0.011525,0.249849,0.049051,0.054092,0.803489
1475015820,0.012868,0.01509,-0.009716,0.053219,0.782723
1475015820,0.01408,0.02891,-0.054923,0.049353,0.750506
1475015820,0.01377,0.11098,-0.119536,0.048597,0.754322
1475015820,0.014357,0.06215,-0.176661,0.038659,0.758965
1475015820,0.012573,0.153526,-0.210499,0.095749,0.756941
1475015820,0.015666,0.176358,-0.275565,-0.000035,0.754922
1475015820,0.015099,0.119749,-0.276594,0.020102,0.771096
1475015820,0.014465,0.154619,-0.292517,0.039999,0.762987
1475015820,0.016379,0.196373,-0.291137,0.016243,0.773725
1475015820,0.017018,0.246916,-0.296898,0.015395,0.768665
1475015820,0.015376,0.284915,-0.302158,0.005668,0.772458
1475015820,0.012505,0.255632,-0.278862,-0.021528,0.77503
1475015820,0.003521,0.213768,-0.234966,0.010846,0.787753
1475015820,-0.001727,0.18549,-0.178056,-0.005386,0.786138
1475015820,-0.003717,0.131216,-0.208577,-0.002228,0.772998
1475015820,-0.00688,0.087282,-0.157513,-0.01039,0.774932
1475015820,-0.002279,0.046562,-0.081027,-0.004149,0.77438
1475015820,0.001032,-0.035413,-0.032157,-0.025702,0.774444
1475015820,0.00304,-0.073456,0.010629,-0.015092,0.776313
1475015820,0.009402,-0.137609,0.062938,-0.017942,0.7042
1475015820,0.012802,-0.110686,0.119149,-0.02216,0.597101
1475015820,0.011876,-0.046699,0.155828,-0.021043,0.639697
1475015820,0.015955,-0.09665,0.258126,-0.024025,0.552929
1475015820,0.020018,0.025043,0.234705,-0.025989,0.483606
1475015820,0.015765,0.107467,0.300743,-0.023272,0.509527
1475015820,0.007447,-0.035101,0.386237,-0.030807,0.44664
1475015820,0.012455,-0.125694,0.328925,-0.01678,0.441922
1475015820,0.0052,-0.154567,0.342364,-0.00091,0.42739
1475015820,0.013428,-0.173558,0.365585,0.000498,0.346989
1475015820,0.018353,-0.248414,0.325948,0.00492,0.407456
1475015820,0.031571,-0.325233,0.297312,0.009084,0.388095
1475015820,0.041097,-0.357469,0.307567,0.009308,0.402897
1475015820,0.033958,-0.355469,0.348884,0.008215,0.531161
1475015820,0.033978,-0.355266,0.297662,0.007853,0.062311
1475015820,0.016729,-0.334266,0.286392,0.00546,0.571831
1475015820,0.026223,-0.312314,0.275459,0.008203,0.579875
1475015820,0.02242,-0.27569,0.22785,0.009819,-0.23617
1475015820,0.01795,-0.23739,0.234122,0.009831,1.236344
1475015820,0.029103,-0.219511,0.236481,0.017146,-0.410872
1475015820,0.012729,-0.149012,0.177953,0.017939,0.699734
1475015820,-0.018481,-0.021561,0.186985,0.019859,0.423542
1475015820,-0.006498,0.031753,0.14182,0.017382,0.274991
1475015820,-0.021984,0.067097,0.117998,0.014706,0.468853
1475015821,-0.00657,0.053393,0.101486,0.011914,0.637421
1475015820,-0.017052,0.049398,0.031789,0.0107,0.276382
1475015821,0.017529,0.102121,-0.008714,0.006461,0.387722
1475015821,0.013906,0.14757,-0.018858,0.005828,0.381702
1475015821,0.026185,0.214239,-0.068566,0.003521,0.414394
1475015821,-0.001428,0.226712,-0.102541,0.000048,0.415687
1475015821,0.000205,0.226321,-0.135915,-0.001027,0.40502
1475015821,-0.012419,0.218533,-0.171804,-0.002286,0.43526
1475015821,0.002359,0.265243,-0.183512,-0.005936,0.454452
1475015821,-0.061884,0.238582,-0.188252,-0.007602,0.386057
1475015821,-0.050277,0.261894,-0.197143,-0.000278,0.390459
1475015821,-0.070279,0.259278,-0.200313,0.010033,0.393564
1475015821,-0.044009,0.225289,-0.193365,0.012583,0.380205
1475015821,-0.038822,0.218989,-0.186533,0.016665,0.388817
1475015821,-0.007706,0.21934,-0.156004,0.006565,0.389133
1475015821,-0.005591,0.184834,-0.129433,0.005889,0.384112
1475015821,-0.001801,0.15664,-0.114012,-0.002752,0.38682
1475015821,0.008979,0.162195,-0.107363,-0.00386,0.398128
1475015821,0.010088,0.160987,-0.070773,-0.00014,0.404573
1475015821,0.013987,0.155954,-0.056837,-0.002371,0.406711
1475015821,0.000186,0.166945,-0.002208,0.00268,0.40397
1475015821,0.01353,0.122115,0.018029,0.00138,0.403639
1475015821,0.017139,0.067037,0.063473,0.007224,0.391607
1475015821,0.036721,0.02817,0.04309,0.004204,0.38256
1475015821,0.052472,0.006858,0.107261,0.006968,0.383038
1475015821,0.046526,-0.027419,0.165964,0.011245,0.380587
1475015821,0.040028,-0.045988,0.17699,0.010736,0.386613
1475015821,0.045924,-0.077907,0.191198,0.005514,0.385027
1475015821,0.037302,-0.110166,0.230882,0.000071,0.384397
1475015821,0.012804,-0.101002,0.25874,-0.001432,0.392249
1475015821,-0.003688,-0.103896,0.336418,-0.004089,0.386986
1475015821,0.004889,-0.132392,0.300233,0.000928,0.388095
1475015821,-0.002394,-0.119921,0.337611,0.001122,0.390123
1475015821,-0.013219,-0.128185,0.340043,0.003781,0.392881
1475015821,-0.00556,-0.187559,0.317228,0.006984,0.392201
1475015821,-0.001988,-0.152494,0.343053,0.005426,0.388252
1475015821,-0.042201,-0.199769,0.325022,0.006682,0.381357
1475015821,-0.036144,-0.141457,0.284135,0.00303,0.38954
1475015821,-0.060894,-0.126849,0.247541,0.004488,0.390838
1475015821,-0.092328,-0.130602,0.19649,0.006376,0.381232
1475015821,-0.092565,-0.085504,0.19197,-0.001081,0.378596
1475015821,-0.091727,-0.135006,0.217786,0.003581,0.363136
1475015821,-0.061554,-0.084809,0.15816,-0.002195,0.34121
1475015821,-0.069753,-0.082982,0.089402,0.002329,0.313886
1475015821,-0.073304,-0.041629,0.2184,0.008284,0.313379
1475015821,-0.060675,-0.049695,0.067469,0.002275,0.291964
1475015821,-0.074724,-0.002707,0.115044,0.007694,0.277073
1475015821,0.01714,-0.046562,0.006891,0.009966,0.26156
1475015821,-0.000273,0.027075,0.037156,-0.011013,0.236768
1475015821,-0.017051,-0.005961,-0.031968,0.011981,0.2103
1475015821,0.071833,0.027996,-0.086484,-0.005234,0.216754
1475015821,0.083881,0.079681,-0.118311,0.001869,0.206849
1475015821,0.061515,0.02615,-0.140402,0.01342,0.188763
1475015821,0.058766,0.069806,-0.203978,-0.009946,0.186562
1475015821,0.067265,0.069617,-0.207601,0.012694,0.164463
1475015821,0.051442,0.029026,-0.216318,-0.006182,0.170464
1475015821,0.047045,0.042191,-0.215453,-0.002069,0.163027
1475015821,0.050084,0.126989,-0.202964,0.006079,0.145423
1475015821,0.044736,0.137283,-0.209826,-0.00567,0.127795
1475015821,0.020476,0.132724,-0.206176,0.004662,0.130375
1475015821,0.018199,0.137575,-0.185299,-0.00542,0.141012
1475015821,0.016118,0.122095,-0.169609,0.004833,0.118531
1475015821,0.014756,0.122265,-0.149142,0.008419,0.116727
1475015821,0.012577,0.124253,-0.123291,0.01208,0.128188
1475015821,0.010257,0.128692,-0.12202,0.005309,0.12698
1475015821,0.002373,0.121562,-0.021615,0.003367,0.103353
1475015821,0.005203,0.094115,1.200552,0.000318,0.090043
1475015821,-0.000783,0.051581,0.485511,-0.003775,0.083838
1475015821,0.005643,0.072812,0.015395,-0.000493,0.065908
1475015821,0.001839,0.02612,-0.104431,-0.004122,0.068419
1475015821,-0.002227,0.016423,-0.141166,0.001784,0.06798
1475015821,0.00636,0.003102,-0.12253,0.00327,0.083576
1475015821,0.001844,-0.000594,-0.090383,0.236159,0.063565
1475015821,-0.002543,0.008134,-0.068107,0.017259,0.072071
1475015821,0.001201,0.014592,-0.04347,0.003863,0.08206
1475015821,-0.002825,0.030281,-0.036439,-0.171119,0.073037
1475015821,-0.006889,0.032591,0.326219,-0.020793,0.068184
1475015821,0.006027,0.016549,0.344241,0.379326,0.083534
1475015821,0.002261,0.019014,0.198854,0.006828,0.075495
1475015821,0.004662,-0.001879,0.095103,-0.126151,0.087995
1475015821,0.017865,0.005912,0.013054,-0.12559,0.09328
1475015821,0.01512,-0.010278,0.07703,0.040288,0.09415
1475015821,0.025059,-0.015577,0.137251,0.049278,0.084083
1475015821,0.033712,-0.018052,0.154654,0.048609,0.112984
1475015821,0.033404,-0.013155,0.10875,-0.035887,0.098593
1475015821,0.028327,-0.019073,0.088263,-0.048069,0.101514
1475015821,0.015198,-0.029214,0.066127,0.004381,0.103994
1475015821,0.017234,-0.035149,0.058755,0.013045,0.102492
1475015821,0.009695,-0.049268,0.021091,-0.005552,0.118797
1475015821,-0.01413,-0.042176,0.009115,-0.004492,0.102483
1475015821,-0.011518,-0.03291,0.032971,-0.005526,0.122972
1475015821,-0.015023,-0.030883,0.049938,-0.001446,0.110326
1475015821,-0.020732,-0.036843,0.032102,-0.016303,0.117585
1475015821,-0.021829,-0.033939,-0.005874,-0.029125,0.106992
1475015821,-0.020583,-0.016105,-0.027822,0.023967,0.126493
1475015821,-0.020805,-0.010057,-0.003217,-0.020171,0.117235
1475015821,-0.022519,-0.006837,0.017696,-0.009829,0.142003
1475015821,-0.022307,0.011958,0.01977,0.016596,0.139458
1475015821,-0.007427,0.003369,0.013561,-0.059965,0.137094
1475015821,-0.010041,-0.013753,0.01276,0.061649,0.159943
1475015821,-0.008625,-0.018683,0.00653,-0.037074,0.149015
1475015822,-0.013552,-0.012765,-0.010009,0.004231,0.196196
1475015822,-0.016562,0.011646,-0.019354,0.124083,0.185517
1475015822,-0.016035,0.01659,-0.036841,-0.014773,0.210249
1475015822,-0.000484,0.036195,-0.033008,0.119946,0.216107
1475015822,-0.004344,1.231936,-0.016623,-0.132677,0.225325
1475015822,-0.003072,1.156639,0.004455,0.013011,0.21675
1475015822,0.016296,0.182724,0.015501,-0.103005,0.217967
1475015822,0.013072,0.317451,-0.012439,0.103459,0.237199
1475015822,0.012941,-0.045744,-0.002416,0.023686,0.240029
1475015822,0.013871,-0.130703,0.01201,-0.121097,0.242663
1475015822,0.01161,-0.082222,0.014036,0.016772,0.248441
1475015822,0.017312,-0.126197,0.018708,0.015893,0.258496
1475015822,0.021017,-0.18626,0.028152,0.010194,0.244704
1475015822,0.019984,-0.22496,0.015648,-0.035683,0.27166
1475015822,0.020768,-0.225876,-0.011138,0.01699,0.256243
1475015822,0.015076,-0.241826,-0.012338,-0.032425,0.272013
1475015822,0.015137,-0.217552,0.05899,-0.046538,0.271014
1475015822,0.008928,-0.20641,0.032441,-0.006818,0.273268
1475015822,0.004076,-0.209315,0.042503,-0.001722,0.288765
1475015822,0.004694,-0.199912,0.035748,-0.029078,0.281996
1475015822,0.00525,0.705468,0.023141,-0.014816,0.289361
1475015822,0.010154,0.255155,0.005933,0.031171,0.284159
1475015822,0.011062,0.557057,0.013272,-0.019861,0.283821
1475015822,0.012612,0.611118,0.028605,-0.028099,0.270738
1475015822,0.007312,0.721877,0.023856,0.029885,0.266194
1475015822,0.003664,-1.757109,0.008725,0.011242,0.269977
1475015822,0.005273,-1.08022,0.016632,0.036388,0.256862
1475015822,0.001301,0.098087,0.027276,0.024681,0.259645
1475015822,0.001513,0.07572,0.049385,0.047929,0.273319
1475015822,0.002085,0.6653,0.065775,0.06987,0.263806
1475015822,0.007565,0.236906,0.085808,0.063581,0.2349
1475015822,0.007523,0.08284,0.059184,0.053164,0.234624
1475015822,0.009572,-0.135013,0.081621,0.050313,0.224609
1475015822,0.006615,-0.113225,0.105346,0.033963,0.215137
1475015822,0.005553,-0.181276,-0.485183,0.077008,0.188705
1475015822,0.008217,-0.180265,-0.291585,0.115339,0.225913
1475015822,0.010023,0.0384,0.145802,0.117027,0.198966
1475015822,0.01659,-0.154704,0.091843,0.122252,0.155296
1475015822,0.020181,0.131393,0.043035,0.046212,0.139246
1475015822,0.018528,-0.019847,-0.021714,0.002959,0.090417
1475015822,0.010095,-0.072903,-0.02445,-0.028631,-0.104493
1475015822,0.015307,-0.016459,0.061752,-0.041079,-0.241794
1475015822,-0.00841,0.049515,-0.012209,-0.012018,-0.362748
1475015822,-0.023017,0.0386,-0.014095,0.036802,-0.469027
1475015822,-0.018371,-0.014447,0.013292,0.013468,-0.599505
1475015822,-0.003981,0.012518,0.034101,0.009669,-0.565326
1475015822,0.001118,0.020999,0.013043,-0.012069,-0.598527
1475015822,0.006112,-0.002909,-0.01823,-0.048627,-0.560524
1475015822,-0.009923,-0.014751,-0.004737,-0.034445,-0.472627
1475015822,-0.030454,0.039145,0.00199,-0.02123,-0.301493
1475015822,-0.02863,0.006997,-0.005863,-0.044776,-0.134481
1475015822,-0.016057,-0.045926,0.020751,-0.037574,-0.006677
1475015822,-0.003752,0.006011,0.007353,-0.043518,0.037592
1475015822,-0.004731,0.003142,-0.001149,-0.055662,0.094265
1475015822,0.005106,-0.010407,0.011434,-0.052928,0.076004
1475015822,0.00394,0.008572,-0.045505,-0.06352,0.038735
1475015822,0.002129,-0.01345,0.116333,-0.041993,0.050871
1475015822,0.00646,-0.059584,-0.049631,-0.027292,0.006137
1475015822,0.006808,-0.044552,0.043484,-0.020161,0.086887
1475015822,0.005,-0.013991,-0.102148,-0.001679,0.130225
1475015822,0.002669,-0.033792,0.063667,0.016586,0.256157
