timestamp,attitude_roll,attitude_pitch,attitude_yaw,rotation_rate_x,rotation_rate_y,rotation_rate_z,gravity_x,gravity_y,gravity_z,user_acc_x,user_acc_y,user_acc_z,magnetic_field_x,magnetic_field_y,magnetic_field_z,latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp
1465846913.33,-0.657287,-0.010310,-1.462524,0.004279,-0.291316,0.006368,-0.610939,0.010310,-0.791610,0.019722,-0.000163,-0.003632,-103.394745,235.523590,-23.618458,,,,,,
1465846913.34,-0.659722,-0.010287,-1.462447,0.009670,-0.244587,0.001822,-0.612865,0.010287,-0.790121,0.012447,0.001218,0.001485,-103.411987,235.529099,-23.487747,,,,,,
1465846913.35,-0.661746,-0.010230,-1.462402,0.003352,-0.188309,0.001463,-0.614463,0.010229,-0.788879,0.003318,-0.000830,0.002930,-103.411987,235.529099,-23.487747,,,,,,
1465846913.36,-0.663304,-0.010211,-1.462399,0.002366,-0.128842,-0.001040,-0.615691,0.010210,-0.787921,-0.002076,0.000028,0.006320,-103.411987,235.529099,-23.487747,,,,,,
1465846913.37,-0.664235,-0.010113,-1.462408,0.001352,-0.093793,-0.004454,-0.616425,0.010113,-0.787349,0.006745,-0.002331,0.003047,-103.504593,235.530792,-23.059074,,,,,,
1465846913.38,-0.665095,-0.010058,-1.462459,0.001333,-0.116078,-0.008572,-0.617103,0.010058,-0.786818,0.011695,-0.000872,-0.001191,-103.504593,235.530792,-23.059074,,,,,,
1465846913.39,-0.666600,-0.009991,-1.462517,0.002332,-0.170227,-0.009296,-0.618287,0.009991,-0.785889,0.005952,0.000095,0.000916,-103.504593,235.530792,-23.059074,,,,,,
1465846913.40,-0.668328,-0.009846,-1.462537,0.007607,-0.205274,-0.006942,-0.619644,0.009846,-0.784821,0.016113,-0.002201,-0.001068,-103.671326,235.503479,-22.583946,,,,,,
,,,,,,,,,,,,,,,,29.719983,-95.399018,10.613707,-1.000000,-1.000000,1465846933.35
,,,,,,,,,,,,,,,,29.719974,-95.399039,10.613707,-1.000000,-1.000000,1465846923.94
,,,,,,,,,,,,,,,,29.719983,-95.399018,10.613707,-1.000000,-1.000000,1465846933.35
1465846913.41,-0.670205,-0.009855,-1.462605,-0.007260,-0.172354,-0.006099,-0.621116,0.009855,-0.783657,0.002327,0.000506,0.003154,-103.671326,235.503479,-22.583946,,,,,,
1465846913.42,-0.671778,-0.009808,-1.462661,0.004513,-0.125638,-0.007445,-0.622349,0.009808,-0.782679,-0.004467,0.000614,0.010843,-103.671326,235.503479,-22.583946,,,,,,
1465846913.43,-0.673098,-0.009859,-1.462687,0.000274,-0.106531,-0.005440,-0.623381,0.009859,-0.781856,-0.005144,0.005049,0.010372,-103.788261,235.486389,-22.222260,,,,,,
1465846913.44,-0.674238,-0.009737,-1.462687,0.002393,-0.109726,-0.002224,-0.624272,0.009737,-0.781146,0.000844,-0.003999,0.002795,-103.788261,235.486389,-22.222260,,,,,,
1465846913.45,-0.675148,-0.009679,-1.462697,0.001368,-0.076813,-0.001367,-0.624984,0.009679,-0.780578,0.000426,-0.002050,0.004195,-103.788261,235.486389,-22.222260,,,,,,
1465846913.46,-0.675722,-0.009685,-1.462708,-0.000704,-0.029034,-0.000605,-0.625431,0.009684,-0.780219,-0.004207,0.000509,0.006904,-103.939514,235.465805,-21.727867,,,,,,
1465846913.47,-0.675971,-0.009643,-1.462704,-0.001726,0.008122,0.001290,-0.625626,0.009643,-0.780063,-0.009917,-0.002472,0.006824,-103.939514,235.465805,-21.727867,,,,,,
1465846913.48,-0.675811,-0.009688,-1.462704,-0.001671,0.053776,0.002068,-0.625501,0.009687,-0.780163,-0.009204,0.000673,0.010647,-103.939514,235.465805,-21.727867,,,,,,
1465846913.49,-0.675142,-0.009714,-1.462688,-0.002677,0.105794,0.004934,-0.624978,0.009713,-0.780582,-0.010123,-0.001245,0.010074,-103.964050,235.462341,-21.647820,,,,,,
1465846913.50,-0.673894,-0.009787,-1.462678,-0.006879,0.152512,0.005702,-0.624004,0.009787,-0.781360,-0.007740,-0.000235,0.006046,-103.964050,235.462341,-21.647820,,,,,,
1465846913.51,-0.672248,-0.009892,-1.462679,-0.007885,0.201351,0.006459,-0.622716,0.009892,-0.782385,-0.007914,0.000438,0.012396,-46.761936,233.951401,-134.348175,,,,,,
1465846913.52,-0.670142,-0.009966,-1.462661,-0.005709,0.238512,0.006228,-0.621067,0.009966,-0.783694,-0.007611,-0.000155,0.009814,-46.761936,233.951401,-134.348175,,,,,,
,,,,,,,,,,,,,,,,29.720862,-95.401386,10.613707,-1.000000,-1.000000,1465846969.37
1465846913.53,-0.667746,-0.010040,-1.462641,-0.002486,0.259749,0.005033,-0.619186,0.010040,-0.785180,-0.006867,0.000565,0.007485,-46.761936,233.951401,-134.348175,,,,,,
,,,,,,,,,,,,,,,,29.720893,-95.401471,10.613707,-1.000000,-1.000000,1465846969.38
