0,0.034825,0.069649,0.10447,0.1393,0.17412,0.20895,0.24377,0.2786,0.31342,0.34825,0.38307,0.41789,0.45272,0.48754,0.52237,0.55719,0.59202,0.62684,0.66167,0.69649,0.73132,0.76614,0.80096,0.83579,0.87061,0.90544,0.94026,0.97509,1.0099,1.0447,1.0796,1.1144,1.1492,1.184,1.2189,1.2537,1.2885,1.3233,1.3582,1.393,1.4278,1.4626,1.4975,1.5323,1.5671,1.6019,1.6368,1.6716,1.7064,1.7412,1.7761,1.8109,1.8457,1.8805,1.9154,1.9502,1.985
21.094,14.648,55.078,22.266,112.79,91.406,17.871,12.891,17.285,50.098,70.02,76.172,84.375,78.809,91.699,83.789,82.031,82.031,79.688,90.527,79.98,80.566,78.223,79.395,91.406,80.273,81.738,83.203,83.496,94.629,81.152,80.859,75.879,73.242,86.719,78.809,79.395,78.516,78.516,87.598,78.223,79.98,77.051,75.586,85.254,76.758,75,77.051,77.051,89.063,76.758,75.879,75.879,73.242,86.426,77.051,75.879,76.172
