0,0.11422,0.22843,0.34265,0.45687,0.57108,0.6853,0.79952,0.91373,1.0279,1.1422,1.2564,1.3706,1.4848,1.599,1.7132,1.8275,1.9417,2.0559,2.1701,2.2843,2.3986,2.5128,2.627,2.7412,2.8554,2.9696,3.0839,3.1981,3.3123,3.4265
33.691,39.551,41.016,43.945,43.945,41.016,41.016,39.551,42.48,43.945,42.48,42.48,42.48,41.016,42.48,39.551,39.551,41.016,41.016,42.48,42.48,42.48,42.48,43.945,42.48,42.48,42.48,42.48,42.48,41.016,41.016
