0,0.034891,0.069781,0.10467,0.13956,0.17445,0.20934,0.24423,0.27913,0.31402,0.34891,0.3838,0.41869,0.45358,0.48847,0.52336,0.55825,0.59314,0.62803,0.66292,0.69781,0.7327,0.7676,0.80249,0.83738,0.87227,0.90716,0.94205,0.97694,1.0118,1.0467,1.0816,1.1165,1.1514,1.1863,1.2212,1.2561,1.291,1.3258,1.3607,1.3956,1.4305,1.4654,1.5003,1.5352,1.5701,1.605,1.6399,1.6748,1.7096,1.7445,1.7794,1.8143,1.8492,1.8841,1.919,1.9539,1.9888,2.0237,2.0586,2.0934,2.1283
18.75,20.215,35.742,30.469,16.992,16.406,18.75,14.648,23.145,75.879,77.637,78.516,81.152,77.344,75.586,29.004,69.727,72.07,76.758,80.859,79.688,76.172,80.859,84.668,83.789,80.859,80.273,81.445,82.031,78.809,77.051,79.395,82.91,81.738,78.516,82.91,85.254,82.91,85.84,84.961,80.273,79.102,85.254,86.426,84.668,85.84,86.719,79.98,82.617,81.445,84.668,84.082,81.738,81.738,78.223,85.254,88.77,86.426,85.84,83.203,85.547,83.203
