timestamp,attitude_roll,attitude_pitch,attitude_yaw,rotation_rate_x,rotation_rate_y,rotation_rate_z,gravity_x,gravity_y,gravity_z,user_acc_x,user_acc_y,user_acc_z,magnetic_field_x,magnetic_field_y,magnetic_field_z,latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp
1465827689.50,-0.371257,-0.011416,1.257484,0.005347,-0.010978,-0.000477,-0.362764,0.011416,-0.931811,0.020234,0.004941,-0.002133,6.803307,248.731949,-179.970520,,,,,,
1465827689.51,-0.371332,-0.011450,1.257500,0.003199,-0.023721,0.000665,-0.362833,0.011450,-0.931784,0.009837,0.003290,0.003073,7.013042,248.760086,-179.923584,,,,,,
1465827689.52,-0.371008,-0.011432,1.257504,0.003226,-0.005662,-0.001577,-0.362531,0.011432,-0.931902,0.020887,0.000241,-0.004073,7.013042,248.760086,-179.923584,,,,,,
1465827689.53,-0.371017,-0.011378,1.257514,0.002134,-0.025837,-0.000387,-0.362540,0.011378,-0.931899,0.009268,-0.000300,-0.001222,7.013042,248.760086,-179.923584,,,,,,
1465827689.54,-0.370855,-0.011394,1.257528,0.004283,-0.009909,-0.000484,-0.362389,0.011394,-0.931957,0.017480,0.001973,0.000286,7.063919,248.761246,-179.919998,,,,,,
,,,,,,,,,,,,,,,,29.719964,-95.399051,10.198070,-1.000000,-1.000000,1465828759.88
1465827689.55,-0.370705,-0.011341,1.257532,0.001074,-0.021585,-0.000414,-0.362250,0.011340,-0.932012,0.014563,-0.001239,-0.005579,7.063919,248.761246,-179.919998,,,,,,
,,,,,,,,,,,,,,,,29.719964,-95.399051,10.198070,-1.000000,-1.000000,1465828759.88
1465827689.56,-0.370675,-0.011368,1.257548,0.002128,-0.029019,0.000698,-0.362222,0.011368,-0.932023,0.016259,0.001984,-0.002441,7.063919,248.761246,-179.919998,,,,,,
,,,,,,,,,,,,,,,,29.719964,-95.399051,10.198070,-1.000000,-1.000000,1465828759.88
1465827689.57,-0.370545,-0.011401,1.257565,0.001041,-0.046004,0.000803,-0.362100,0.011401,-0.932070,0.027337,0.001951,-0.003859,7.128212,248.747482,-179.936447,,,,,,
1465827689.58,-0.370728,-0.011384,1.257577,-0.001169,-0.110769,0.001207,-0.362271,0.011384,-0.932003,0.036389,-0.001252,-0.013752,7.128212,248.747482,-179.936447,,,,,,
1465827689.59,-0.371405,-0.011481,1.257609,-0.000178,-0.165983,0.003684,-0.362901,0.011481,-0.931757,0.044588,0.004251,-0.005575,7.128212,248.747482,-179.936447,,,,,,
1465827689.60,-0.372886,-0.011504,1.257644,-0.002416,-0.254104,0.003170,-0.364280,0.011503,-0.931218,0.041999,0.000170,-0.012294,7.126717,248.748108,-179.935638,,,,,,
1465827689.61,-0.375238,-0.011626,1.257690,-0.000355,-0.307194,0.004570,-0.366469,0.011626,-0.930358,0.033232,0.005006,-0.007249,7.126717,248.748108,-179.935638,,,,,,
1465827689.62,-0.378107,-0.011645,1.257724,-0.001447,-0.328427,0.004702,-0.369137,0.011645,-0.929302,0.020855,-0.000216,-0.003788,7.126717,248.748108,-179.935638,,,,,,
1465827689.63,-0.381255,-0.011684,1.257757,-0.003558,-0.315681,0.003556,-0.372060,0.011683,-0.928135,0.006139,-0.000407,0.000782,5.856586,248.780518,-179.936676,,,,,,
1465827689.64,-0.384298,-0.011692,1.257800,-0.000343,-0.295514,0.005561,-0.374882,0.011692,-0.926999,0.001286,-0.001041,0.004879,5.856586,248.780518,-179.936676,,,,,,
1465827689.65,-0.387155,-0.011683,1.257845,-0.002425,-0.258351,0.005326,-0.377530,0.011683,-0.925924,-0.006183,-0.002008,0.003316,5.856586,248.780518,-179.936676,,,,,,
1465827689.66,-0.389522,-0.011745,1.257891,-0.000236,-0.210572,0.005028,-0.379720,0.011745,-0.925027,-0.004557,0.001454,0.008477,4.764359,248.782852,-179.965668,,,,,,
1465827689.67,-0.391469,-0.011806,1.257928,0.000856,-0.190395,0.003839,-0.381520,0.011805,-0.924285,0.001606,0.002538,0.002120,4.764359,248.782852,-179.965668,,,,,,
1465827689.68,-0.393149,-0.011888,1.257966,0.000866,-0.181900,0.003786,-0.383072,0.011888,-0.923642,0.010773,0.003676,0.003033,4.764359,248.782852,-179.965668,,,,,,
1465827689.69,-0.394621,-0.011946,1.257988,-0.000204,-0.189324,0.001702,-0.384431,0.011946,-0.923077,0.022202,0.002214,-0.003117,3.227493,248.803329,-179.971512,,,,,,
1465827689.70,-0.396304,-0.011985,1.258018,-0.002403,-0.243474,0.003104,-0.385984,0.011984,-0.922428,0.032224,0.000711,-0.007275,3.227493,248.803329,-179.971512,,,,,,
1465827689.71,-0.398374,-0.012051,1.258065,-0.002494,-0.312491,0.005666,-0.387892,0.012051,-0.921626,0.046858,0.001209,-0.013005,3.227493,248.803329,-179.971512,,,,,,
1465827689.72,-0.401163,-0.012073,1.258130,-0.004780,-0.435654,0.007501,-0.390461,0.012073,-0.920540,0.065968,-0.002567,-0.018608,2.680717,248.815506,-179.963608,,,,,,
1465827689.73,-0.406869,-0.012172,1.258196,-0.006079,-0.619351,0.010781,-0.395706,0.012172,-0.918297,0.095917,0.001896,-0.030297,2.680717,248.815506,-179.963608,,,,,,
1465827689.74,-0.414889,-0.012323,1.258289,-0.011722,-0.868881,0.015533,-0.403058,0.012322,-0.915092,0.119870,-0.000634,-0.037515,2.680717,248.815506,-179.963608,,,,,,
1465827689.75,-0.425601,-0.012539,1.258400,-0.016321,-1.135400,0.020394,-0.412836,0.012538,-0.910719,0.130701,-0.000957,-0.041750,-0.568848,248.851700,-179.932663,,,,,,
,,,,,,,,,,,,,,,,29.719966,-95.399053,10.198070,-1.000000,-1.000000,1465828760.03
1465827689.76,-0.438801,-0.012816,1.258542,-0.020919,-1.400857,0.025247,-0.424819,0.012815,-0.905188,0.138701,0.000780,-0.037516,-0.568848,248.851700,-179.932663,,,,,,
1465827689.77,-0.455024,-0.013172,1.258708,-0.026618,-1.692861,0.031331,-0.439446,0.013172,-0.898172,0.147972,-0.001666,-0.041403,-0.568848,248.851700,-179.932663,,,,,,
,,,,,,,,,,,,,,,,29.719967,-95.399055,10.198070,-1.000000,-1.000000,1465828760.06
1465827689.78,-0.473913,-0.013603,1.258874,-0.032262,-1.945573,0.035039,-0.456330,0.013603,-0.889707,0.127976,0.000344,-0.033114,-4.762405,248.914825,-179.783157,,,,,,
1465827689.79,-0.494549,-0.014066,1.259046,-0.032460,-2.101661,0.037082,-0.474588,0.014066,-0.880096,0.107706,0.000262,-0.014512,-4.762405,248.914825,-179.783157,,,,,,
1465827689.80,-0.516587,-0.014579,1.259212,-0.037951,-2.231204,0.040018,-0.493863,0.014579,-0.869418,0.077069,-0.001105,-0.013944,-4.762405,248.914825,-179.783157,,,,,,
1465827689.81,-0.538742,-0.015101,1.259376,-0.036849,-2.200415,0.040890,-0.512998,0.015101,-0.858257,0.030149,0.001546,0.020962,-18.358055,249.156570,-178.569962,,,,,,
1465827689.82,-0.560721,-0.015619,1.259526,-0.035780,-2.198289,0.039814,-0.531732,0.015619,-0.846768,0.030405,-0.000360,0.005612,-18.358055,249.156570,-178.569962,,,,,,
1465827689.83,-0.582382,-0.016125,1.259672,-0.034663,-2.156880,0.039555,-0.549944,0.016124,-0.835046,0.019334,0.001621,0.025201,-18.358055,249.156570,-178.569962,,,,,,
1465827689.84,-0.603727,-0.016639,1.259790,-0.035679,-2.119713,0.038256,-0.567636,0.016638,-0.823112,0.013177,0.003427,0.011573,-26.015495,249.304688,-177.408066,,,,,,
1465827689.85,-0.624438,-0.017127,1.259910,-0.032410,-2.060254,0.037887,-0.584555,0.017126,-0.811173,0.008948,0.006128,0.021516,-26.015495,249.304688,-177.408066,,,,,,
,,,,,,,,,,,,,,,,29.719994,-95.399083,10.146534,-1.000000,-1.000000,1465828760.23
1465827689.86,-0.644230,-0.017597,1.260022,-0.031190,-1.938144,0.036058,-0.600490,0.017596,-0.799439,-0.023610,0.004529,0.025055,-26.015495,249.304688,-177.408066,,,,,,
1465827689.87,-0.662286,-0.018018,1.260123,-0.027784,-1.772498,0.032893,-0.614821,0.018017,-0.788461,-0.025956,0.002735,0.039208,-40.328972,249.592804,-174.299316,,,,,,
1465827689.88,-0.679757,-0.018434,1.260208,-0.027732,-1.731089,0.032634,-0.628497,0.018433,-0.777593,-0.000638,0.002013,0.005666,-40.328972,249.592804,-174.299316,,,,,,
1465827689.89,-0.696778,-0.018844,1.260278,-0.026618,-1.693923,0.031337,-0.641636,0.018843,-0.766778,0.006215,0.002123,0.012749,-46.327667,249.716263,-172.623260,,,,,,
1465827689.91,-0.727735,-0.019578,1.260392,-0.022043,-1.446517,0.026597,-0.665053,0.019576,-0.746540,-0.034990,0.004105,0.026981,-46.327667,249.716263,-172.623260,,,,,,
1465827689.90,-0.712934,-0.019235,1.260337,-0.024344,-1.580308,0.029563,-0.653935,0.019234,-0.756306,-0.015148,0.005379,0.019475,-46.327667,249.716263,-172.623260,,,,,,
1465827689.92,-0.740786,-0.019866,1.260437,-0.016454,-1.241580,0.021059,-0.674735,0.019865,-0.737793,-0.055047,0.004427,0.028061,-51.873581,249.837616,-170.861206,,,,,,
1465827689.93,-0.751701,-0.020122,1.260467,-0.016208,-1.047267,0.018776,-0.682744,0.020121,-0.730381,-0.059352,0.004125,0.033634,-51.873581,249.837616,-170.861206,,,,,,
1465827689.94,-0.760879,-0.020321,1.260497,-0.010660,-0.872066,0.015554,-0.689416,0.020319,-0.724080,-0.055396,0.003591,0.022420,-51.873581,249.837616,-170.861206,,,,,,
1465827689.95,-0.768396,-0.020492,1.260531,-0.010468,-0.719167,0.014596,-0.694837,0.020490,-0.718876,-0.044513,0.003771,0.026142,-59.787113,250.003036,-168.009613,,,,,,
1465827689.97,-0.781189,-0.020765,1.260589,-0.006062,-0.606611,0.010701,-0.703973,0.020764,-0.709923,0.000649,0.003635,0.007653,-59.787113,250.003036,-168.009613,,,,,,
1465827689.96,-0.775123,-0.020643,1.260552,-0.008219,-0.628907,0.010838,-0.699655,0.020642,-0.714183,-0.021659,0.001591,0.008098,-59.787113,250.003036,-168.009613,,,,,,
1465827689.98,-0.787378,-0.020892,1.260615,-0.007150,-0.625723,0.010819,-0.708351,0.020890,-0.705551,0.022209,0.002914,-0.005005,-62.108128,250.051559,-167.092957,,,,,,
1465827689.99,-0.794077,-0.021032,1.260623,-0.009358,-0.688368,0.011210,-0.713059,0.021031,-0.700788,0.039979,0.000316,-0.008822,-62.108128,250.051559,-167.092957,,,,,,
1465827690.00,-0.801112,-0.021219,1.260662,-0.006244,-0.749955,0.012664,-0.717968,0.021217,-0.695752,0.043164,0.003823,-0.015506,-62.108128,250.051559,-167.092957,,,,,,
1465827690.01,-0.808952,-0.021370,1.260683,-0.009498,-0.797734,0.012960,-0.723399,0.021368,-0.690100,0.040324,0.003214,-0.009821,-62.108128,250.051559,-167.092957,,,,,,
1465827690.02,-0.817047,-0.021537,1.260703,-0.009506,-0.804105,0.013000,-0.728959,0.021536,-0.684218,0.045884,0.003046,-0.015702,-66.307030,250.137283,-165.341980,,,,,,
1465827690.03,-0.824633,-0.021698,1.260709,-0.010487,-0.739331,0.011529,-0.734126,0.021696,-0.678667,-0.001882,0.003358,0.003892,-66.307030,250.137283,-165.341980,,,,,,
1465827690.04,-0.831375,-0.021817,1.260720,-0.007178,-0.651198,0.008850,-0.738682,0.021815,-0.673700,-0.013774,0.001058,0.009043,-66.307030,250.137283,-165.341980,,,,,,
1465827690.05,-0.837709,-0.021954,1.260726,-0.007078,-0.569445,0.009402,-0.742933,0.021953,-0.669005,-0.017046,0.001287,0.010497,-71.159332,250.230316,-163.169830,,,,,,
1465827690.06,-0.842831,-0.022065,1.260731,-0.006980,-0.492992,0.007858,-0.746348,0.022063,-0.665190,-0.014440,0.002657,0.007933,-71.159332,250.230316,-163.169830,,,,,,
1465827690.07,-0.847322,-0.022160,1.260730,-0.005841,-0.435652,0.006435,-0.749326,0.022158,-0.661830,-0.006762,0.004240,0.008236,-71.159332,250.230316,-163.169830,,,,,,
1465827690.08,-0.851397,-0.022239,1.260743,-0.003666,-0.399552,0.006211,-0.752016,0.022237,-0.658770,0.000078,0.005244,0.004168,-18.828133,248.523010,-187.612274,,,,,,
1465827690.09,-0.855159,-0.022433,1.260744,-0.004699,-0.375127,0.004993,-0.754486,0.022431,-0.655933,0.008575,0.004210,0.001438,-18.828133,248.523010,-187.612274,,,,,,
1465827690.10,-0.858938,-0.022495,1.260750,-0.004703,-0.378312,0.005013,-0.756958,0.022493,-0.653077,0.017273,0.003905,-0.004379,-20.399994,248.545578,-187.417892,,,,,,
1465827690.11,-0.862908,-0.022569,1.260751,-0.004739,-0.405922,0.006250,-0.759543,0.022567,-0.650066,0.025610,0.001939,-0.004765,-20.399994,248.545578,-187.417892,,,,,,
1465827690.12,-0.867265,-0.022656,1.260756,-0.004790,-0.446270,0.006503,-0.762367,0.022654,-0.646749,0.032829,0.000631,-0.012996,-20.399994,248.545578,-187.417892,,,,,,
1465827690.13,-0.871376,-0.022804,1.260786,-0.005918,-0.495111,0.007873,-0.765017,0.022802,-0.643607,0.037096,0.001887,-0.010690,-23.290016,248.601974,-187.005829,,,,,,
1465827690.14,-0.876753,-0.022916,1.260795,-0.007059,-0.552454,0.010361,-0.768464,0.022914,-0.639483,0.041184,0.001866,-0.014707,-23.290016,248.601974,-187.005829,,,,,,
1465827690.15,-0.882650,-0.023050,1.260800,-0.009252,-0.603419,0.010678,-0.772219,0.023048,-0.634938,0.042453,0.004799,-0.013515,-23.290016,248.601974,-187.005829,,,,,,
1465827690.16,-0.889163,-0.023191,1.260809,-0.008274,-0.670316,0.012163,-0.776336,0.023189,-0.629893,0.046096,0.003697,-0.012884,-25.007469,248.632965,-186.742645,,,,,,
1465827690.17,-0.896100,-0.023380,1.260830,-0.010510,-0.754198,0.013752,-0.780683,0.023378,-0.624489,0.055601,0.001723,-0.018348,-25.007469,248.632965,-186.742645,,,,,,
1465827690.18,-0.904456,-0.023558,1.260835,-0.010650,-0.863566,0.015502,-0.785871,0.023556,-0.617942,0.064252,0.003864,-0.019616,-25.007469,248.632965,-186.742645,,,,,,
1465827690.19,-0.913948,-0.023768,1.260835,-0.013986,-0.977178,0.016211,-0.791697,0.023766,-0.610451,0.068995,0.001289,-0.024650,-30.039154,248.716812,-185.887421,,,,,,
1465827690.20,-0.924433,-0.023992,1.260842,-0.011977,-1.069561,0.018921,-0.798050,0.023990,-0.602114,0.067017,0.001706,-0.020598,-30.039154,248.716812,-185.887421,,,,,,
1465827690.21,-0.935650,-0.024247,1.260835,-0.016322,-1.136456,0.020401,-0.804748,0.024245,-0.593121,0.053527,0.002229,-0.018619,-30.039154,248.716812,-185.887421,,,,,,
1465827690.22,-0.947091,-0.024502,1.260836,-0.013140,-1.146013,0.020464,-0.811476,0.024499,-0.583871,0.035430,0.001944,-0.010809,-33.659195,248.775986,-185.186676,,,,,,
1465827690.24,-0.969539,-0.025030,1.260809,-0.017345,-1.103539,0.020194,-0.824367,0.025028,-0.565503,0.015483,0.004803,-0.002475,-33.659195,248.775986,-185.186676,,,,,,
1465827690.23,-0.958442,-0.024771,1.260828,-0.017378,-1.130084,0.020360,-0.818046,0.024769,-0.574619,0.021278,0.002011,-0.006909,-33.659195,248.775986,-185.186676,,,,,,
1465827690.25,-0.980747,-0.025293,1.260784,-0.016313,-1.127964,0.021412,-0.830648,0.025290,-0.556224,0.028325,0.007852,-0.005177,-41.766541,248.923767,-183.327744,,,,,,
1465827690.26,-0.991840,-0.025545,1.260751,-0.016268,-1.097163,0.018026,-0.836761,0.025542,-0.546973,0.019821,0.003968,-0.007608,-41.766541,248.923767,-183.327744,,,,,,
1465827690.27,-1.002278,-0.025797,1.260727,-0.015117,-1.024966,0.019703,-0.842419,0.025794,-0.538205,0.000576,0.003595,0.003064,-41.766541,248.923767,-183.327744,,,,,,
1465827690.28,-1.012243,-0.026017,1.260713,-0.012941,-0.990984,0.017363,-0.847736,0.026014,-0.529781,0.004566,0.002153,-0.001103,-45.744492,249.002274,-182.268616,,,,,,
1465827690.29,-1.022039,-0.026250,1.260686,-0.013990,-0.977183,0.018340,-0.852879,0.026247,-0.521448,0.013280,0.001448,-0.005377,-45.744492,249.002274,-182.268616,,,,,,
1465827690.30,-1.031679,-0.026485,1.260666,-0.012900,-0.957009,0.018215,-0.857861,0.026482,-0.513199,0.014844,0.002861,-0.007309,-45.744492,249.002274,-182.268616,,,,,,
1465827690.31,-1.040800,-0.026678,1.260650,-0.011754,-0.895419,0.015701,-0.862502,0.026675,-0.505350,0.003920,0.004102,0.002390,-45.744492,249.002274,-182.268616,,,,,,
1465827690.32,-1.049704,-0.026885,1.260628,-0.011758,-0.897546,0.016778,-0.866962,0.026881,-0.497648,0.016346,0.004445,-0.002016,-52.777344,249.142731,-180.163788,,,,,,
1465827690.33,-1.059218,-0.027107,1.260593,-0.013985,-0.972936,0.018313,-0.871653,0.027104,-0.489374,0.046137,0.004680,-0.016180,-52.777344,249.142731,-180.163788,,,,,,
1465827690.34,-1.069817,-0.027340,1.260567,-0.015196,-1.089733,0.019045,-0.876785,0.027336,-0.480105,0.063263,0.001381,-0.025342,-52.777344,249.142731,-180.163788,,,,,,
1465827690.36,-1.094021,-0.027914,1.260456,-0.020876,-1.286609,0.023506,-0.888133,0.027910,-0.458738,0.067912,-0.000460,-0.022967,-59.432953,249.273056,-177.896606,,,,,,
1465827690.35,-1.081427,-0.027618,1.260519,-0.018616,-1.182553,0.022856,-0.882293,0.027614,-0.469890,0.065841,0.000904,-0.029179,-59.432953,249.273056,-177.896606,,,,,,
1465827690.37,-1.107879,-0.028236,1.260390,-0.019981,-1.420399,0.025411,-0.894397,0.028232,-0.446382,0.078525,0.000942,-0.032958,-59.432953,249.273056,-177.896606,,,,,,
1465827690.38,-1.123250,-0.028598,1.260308,-0.024445,-1.580735,0.028541,-0.901143,0.028594,-0.432578,0.089833,-0.000015,-0.033227,-63.605774,249.366104,-176.316193,,,,,,
1465827690.39,-1.140306,-0.028990,1.260214,-0.025720,-1.745320,0.031701,-0.908379,0.028986,-0.417141,0.096032,-0.000772,-0.038547,-63.605774,249.366104,-176.316193,,,,,,
1465827690.41,-1.179306,-0.029910,1.259926,-0.033569,-2.054312,0.037888,-0.923928,0.029905,-0.381396,0.093743,0.001329,-0.037229,-68.592880,249.478973,-174.275085,,,,,,
1465827690.40,-1.159083,-0.029432,1.260088,-0.031271,-1.921585,0.035994,-0.916040,0.029428,-0.400007,0.103753,0.003028,-0.037692,-68.592880,249.478973,-174.275085,,,,,,
1465827690.42,-1.201473,-0.030413,1.259758,-0.035983,-2.277296,0.041413,-0.932140,0.030409,-0.360818,0.114849,0.004610,-0.033393,-68.592880,249.478973,-174.275085,,,,,,
1465827690.44,-1.251190,-0.031557,1.259341,-0.042816,-2.623454,0.048900,-0.948887,0.031552,-0.314036,0.117374,0.004703,-0.030782,-81.625702,249.797745,-168.091858,,,,,,
1465827690.43,-1.225411,-0.030970,1.259568,-0.038308,-2.427020,0.046608,-0.940494,0.030965,-0.338397,0.108493,0.002452,-0.041745,-81.625702,249.797745,-168.091858,,,,,,
1465827690.45,-1.278528,-0.032206,1.259039,-0.046219,-2.784856,0.053102,-0.957096,0.032200,-0.287975,0.104588,-0.000050,-0.036854,-81.625702,249.797745,-168.091858,,,,,,
1465827690.47,-1.344376,-0.033661,1.258334,-0.056791,-3.558931,0.067526,-0.973924,0.033655,-0.224364,0.147325,0.001624,-0.012865,-89.637863,250.007019,-163.640106,,,,,,
1465827690.46,-1.309499,-0.032886,1.258737,-0.051021,-3.209589,0.061083,-0.965533,0.032880,-0.258195,0.179233,0.006808,-0.057418,-89.637863,250.007019,-163.640106,,,,,,
