X,Y,Z
-0.541239,0.001779,1.272262
-0.644687,0.024769,1.198796
-0.745997,0.024383,1.069241
-0.836594,0.006314,0.87866
-0.898308,0.007896,0.719633
-0.939205,0.001404,0.61529
-0.994308,-0.000034,0.519733
-1.050746,0.002583,0.415884
-1.079029,0.012294,0.264055
-1.118402,0.005129,0.125976
-1.142088,0.023119,0.015732
-1.131356,-0.003484,-0.193069
-1.076331,0.012851,-0.330254
-1.007643,0.003465,-0.517791
-0.929304,-0.005807,-0.65116
-0.88122,-0.006758,-0.668715
-0.861646,-0.015671,-0.604906
-0.830314,-0.017999,-0.568496
-0.810035,-0.018985,-0.601287
-0.808275,-0.030839,-0.607694
-0.806716,-0.020572,-0.660943
-0.786388,-0.032615,-0.74315
-0.441384,-0.017113,-1.020398
-0.307403,-0.029274,-1.244298
-0.128502,-0.051479,-1.232511
-0.036499,-0.07663,-1.166469
0.082943,-0.062644,-1.157408
0.253849,-0.06159,-1.222407
0.207483,-0.061908,-1.201252
0.330164,-0.05936,-1.195619
0.419984,-0.053023,-1.168359
0.497341,-0.063777,-1.133602
0.647015,-0.058504,-1.01868
0.602154,-0.054646,-1.081124
0.691503,-0.060061,-0.969775
0.776426,-0.057461,-0.897918
0.881018,-0.05495,-0.737973
0.840462,-0.057351,-0.820985
0.941148,-0.047041,-0.66739
0.977804,-0.065283,-0.584092
1.030012,-0.060072,-0.532306
1.082875,-0.063695,-0.472109
1.115967,-0.072076,-0.376602
1.166748,-0.057212,-0.303455
1.190376,-0.071113,-0.232858
1.221072,-0.046511,-0.106754
1.231021,-0.018731,0.054054
1.211727,-0.036877,0.127497
1.211575,-0.047745,0.114298
1.22913,-0.048546,0.126286
1.22143,-0.044373,0.211197
1.196898,-0.038471,0.3063
1.153897,-0.0392,0.371355
1.093457,-0.02201,0.473762
1.068302,-0.048054,0.506145
1.044701,-0.06761,0.500799
0.964268,-0.044909,0.628175
0.807329,-0.058976,0.826162
0.875144,-0.041803,0.777709
0.781722,-0.032836,0.823465
0.783717,-0.039796,0.790727
0.751044,-0.035516,0.822228
0.722156,-0.023587,0.89039
0.675658,-0.021486,0.95467
0.68129,-0.026356,0.931518
0.624498,-0.030897,0.977229
0.568961,-0.01785,1.045585
0.488231,-0.016493,1.109428
0.400305,-0.002825,1.160919
0.31513,0.001371,1.197466
0.240466,-0.001393,1.209421
0.168053,0.00924,1.227185
0.078016,0.00599,1.268537
0.002324,0.01659,1.309626
-0.113047,0.018556,1.339728
-0.23553,0.00771,1.346396
-0.353222,0.026883,1.34113
-0.449021,0.007606,1.297606
-0.590633,0.022846,1.249504
-0.712078,0.005161,1.136824
-0.77584,0.006451,1.008481
-0.83465,0.007448,0.872766
-0.888681,0.008044,0.760532
-0.975701,0.01455,0.643007
-1.0006,0.003407,0.516027
-1.03663,0.020585,0.41174
-1.074216,0.013129,0.296331
-1.11309,0.004321,0.140274
-1.105341,-0.001516,-0.026587
-1.094222,0.002236,-0.168357
-0.986263,0.003077,-0.482167
-1.054738,0.004376,-0.303116
-0.91924,-0.014814,-0.615446
-0.85594,-0.011996,-0.612906
-0.879513,-0.015588,-0.634109
-0.866387,-0.016421,-0.582322
-0.880206,-0.017842,-0.573209
-0.797503,-0.021354,-0.66047
-0.588649,-0.008274,-0.92291
-0.508982,-0.022832,-1.065606
-0.363801,-0.03938,-1.042869
-0.279277,-0.039913,-1.066424
-0.135856,-0.044081,-1.085047
-0.019168,-0.04179,-1.16399
0.084614,-0.062355,-1.152313
0.148367,-0.047825,-1.17246
0.241675,-0.055693,-1.170012
0.333502,-0.05563,-1.15681
0.418,-0.04098,-1.150915
0.502393,-0.04548,-1.089651
0.537261,-0.047474,-1.025651
0.617869,-0.04305,-0.971999
0.666642,-0.054497,-0.914507
0.756154,-0.052614,-0.837901
0.804475,-0.054526,-0.752345
0.850621,-0.048893,-0.686605
0.899479,-0.063255,-0.673017
1.036602,-0.066072,-0.538333
0.972817,-0.072445,-0.623001
1.076818,-0.056004,-0.445643
1.14843,-0.062836,-0.265276
1.118185,-0.053862,-0.361508
1.17886,-0.057763,-0.175591
1.186089,-0.042876,-0.057465
1.203877,-0.023248,0.042753
1.185862,-0.041219,0.082529
1.193675,-0.035284,0.106265
1.164694,-0.05458,0.172056
1.1746,-0.03362,0.243134
1.109096,-0.01756,0.392751
1.131057,-0.050897,0.298549
1.066446,-0.050469,0.433858
1.036642,-0.050822,0.466098
0.991455,-0.045374,0.542215
0.899386,-0.044374,0.677044
0.846071,-0.041753,0.747449
0.813448,-0.045722,0.752967
0.802096,-0.039302,0.7371
0.780934,-0.035726,0.760688
0.750781,-0.034375,0.807896
0.743179,-0.032387,0.844289
0.623693,-0.022932,0.945624
0.655022,-0.028987,0.899242
0.570289,-0.013866,0.998929
0.500464,-0.0123,1.056442
0.427042,0.002786,1.106535
0.350361,-0.000133,1.133305
0.273684,-0.003952,1.161441
0.209505,0.003873,1.193754
0.12848,0.001022,1.226769
0.027247,0.005754,1.26809
-0.072505,0.011901,1.305368
-0.184683,0.014278,1.343599
-0.395688,0.033338,1.31764
-0.274338,0.002004,1.333027
-0.538002,0.011745,1.259287
-0.731708,0.02533,1.042324
-0.659154,0.011406,1.159621
-0.779265,0.02504,0.934048
-0.825041,0.018593,0.815807
-0.897798,0.013522,0.689265
-0.95521,0.017973,0.56839
-0.998249,0.021562,0.456378
-1.04581,0.007933,0.323213
-1.053424,0.010962,0.192329
-1.091611,-0.002424,0.080141
-1.091264,-0.006069,-0.080183
-1.058504,0.006888,-0.255487
-1.011589,0.00989,-0.373187
-1.006631,0.001226,-0.404096
-0.978199,-0.01677,-0.464533
-0.921379,0.010784,-0.546324
-0.904688,-0.017898,-0.588665
-0.852689,-0.013163,-0.612946
-0.737797,-0.018525,-0.749322
-0.634332,-0.020444,-0.864776
-0.53525,-0.044821,-0.921496
-0.406459,-0.036826,-0.98826
-0.287962,-0.049799,-1.028727
-0.185963,-0.044128,-1.072713
-0.122024,-0.051655,-1.102695
-0.006889,-0.046308,-1.127935
0.096187,-0.045744,-1.165463
0.190746,-0.047256,-1.17423
0.286167,-0.0549,-1.145679
0.370854,-0.040507,-1.122684
0.447597,-0.044516,-1.084257
0.52546,-0.053002,-1.042919
0.601408,-0.054545,-0.985773
0.665954,-0.042967,-0.945342
0.714307,-0.053564,-0.856111
0.751718,-0.048149,-0.78652
0.794606,-0.050202,-0.72488
0.857492,-0.052997,-0.671159
0.916296,-0.058344,-0.620372
1.026215,-0.053774,-0.496686
0.955713,-0.073301,-0.567466
1.050927,-0.075033,-0.428477
1.119821,-0.063875,-0.37199
1.156227,-0.068397,-0.251669
1.173529,-0.042665,-0.039204
1.186306,-0.025978,-0.024813
1.169257,-0.027344,0.021271
1.191855,-0.047198,0.009696
1.12123,-0.04083,0.22303
1.158906,-0.043123,0.116676
1.103755,-0.039593,0.281533
1.042938,-0.039614,0.387669
1.078694,-0.035953,0.328081
1.008268,-0.04597,0.451883
0.95526,-0.046631,0.517518
0.925239,-0.034332,0.584729
0.872511,-0.043613,0.624898
0.83544,-0.038001,0.681246
0.807676,-0.038391,0.718529
0.797059,-0.04216,0.714905
0.723949,-0.030363,0.78993
0.778721,-0.036181,0.734557
0.732241,-0.026738,0.82075
0.684086,-0.038555,0.849993
0.68126,-0.029559,0.886434
0.598528,-0.033067,0.935886
0.549537,-0.015167,1.022827
0.467753,-0.027436,1.064702
0.416718,-0.009642,1.104113
0.364722,0.000456,1.118569
0.295,0.0037,1.15315
0.23974,0.01353,1.196241
0.071688,0.014414,1.270066
0.150527,0.014982,1.236538
-0.043334,0.013296,1.284928
-0.132842,0.018778,1.302756
-0.272431,0.014562,1.311738
-0.385285,0.010865,1.296821
-0.610609,0.005259,1.162502
-0.534906,0.005495,1.241123
-0.705958,0.022755,1.105987
-0.780035,-0.006884,1.002223
-0.856232,0.019928,0.910021
-0.915701,0.012734,0.811672
-0.97046,0.00774,0.685482
-1.033881,0.006309,0.52687
-1.070739,0.02275,0.404549
-1.126684,0.01211,0.103712
-1.107284,0.005016,0.285132
-1.10021,-0.004146,-0.114607
-1.075403,-0.00529,-0.218507
-1.078449,-0.002047,-0.235314
-1.031618,-0.006621,-0.366432
-0.94086,0.01394,-0.544525
-0.915035,-0.013676,-0.600974
-0.915496,-0.018111,-0.527355
-0.763012,-0.005853,-0.696333
-0.938136,-0.028648,-0.493418
-0.633452,-0.005603,-0.973213
-0.530044,-0.037857,-1.039928
-0.428522,-0.032484,-1.044876
-0.342505,-0.035451,-1.049525
-0.24706,-0.050116,-1.088557
-0.123556,-0.053583,-1.153677
-0.016498,-0.053662,-1.184848
0.173542,-0.051872,-1.204648
0.068668,-0.05022,-1.219482
0.256423,-0.068165,-1.202494
0.459387,-0.062943,-1.159979
0.329401,-0.059055,-1.204266
0.535696,-0.066158,-1.105945
0.635451,-0.053779,-1.033629
0.706964,-0.034569,-0.955017
0.733382,-0.049793,-0.911162
0.808349,-0.048245,-0.892309
0.888337,-0.0658,-0.864444
0.978975,-0.048597,-0.783319
1.079278,-0.062354,-0.597649
1.025998,-0.075813,-0.68333
1.114858,-0.081115,-0.525904
1.1731,-0.062921,-0.409789
1.199519,-0.066805,-0.288494
1.24063,-0.056451,-0.182356
1.308353,-0.021948,-0.051856
1.272858,-0.045209,-0.087286
1.304574,-0.039409,0.000504
1.298194,-0.047866,0.079414
1.272644,-0.050679,0.173884
1.240639,-0.054944,0.226773
1.229589,-0.046846,0.303445
1.173151,-0.055422,0.405923
1.122773,-0.046215,0.513265
1.009832,-0.046542,0.653679
1.043497,-0.052981,0.600486
0.978202,-0.058398,0.668713
0.951381,-0.038676,0.718006
0.917658,-0.051134,0.737918
0.874402,-0.042661,0.79835
0.832493,-0.033375,0.855998
0.795408,-0.03818,0.89424
0.775355,-0.029042,0.912559
0.662461,-0.025198,0.995441
0.639957,-0.02515,1.048591
0.605704,-0.02774,1.06511
0.511184,-0.008439,1.136053
0.405869,-0.010622,1.216987
0.320995,-0.002661,1.271898
0.231989,0.009659,1.302431
0.138107,0.009882,1.325672
0.037412,0.019931,1.376272
-0.068702,0.015917,1.426043
-0.203844,0.023529,1.454455
-0.324115,0.013572,1.437752
-0.596023,0.006321,1.319734
-0.461775,0.023262,1.40135
-0.667013,0.011809,1.226798
-0.78231,0.022621,1.097113
-0.853634,0.007927,0.965064
-0.948116,0.014965,0.851133
-1.092127,0.015789,0.551886
-0.998579,0.018483,0.716734
-1.123632,0.009059,0.386801
-1.172059,0.008943,0.0421
-1.159081,0.006843,0.237923
-1.171093,-0.006749,-0.118783
-1.113219,-0.010713,-0.383517
-1.150839,0.004441,-0.246712
-1.041756,-0.005169,-0.53047
-0.983118,-0.007832,-0.659505
-0.975855,-0.009206,-0.673725
-0.955922,-0.02061,-0.642935
-0.953821,-0.016028,-0.618122
-0.935715,-0.025082,-0.684766
-0.751036,-0.039574,-0.828112
-0.536676,-0.0128,-1.126798
-0.464131,-0.044427,-1.147802
-0.389486,-0.055627,-1.059203
-0.265722,-0.040118,-1.089669
-0.175147,-0.049868,-1.146483
-0.031393,-0.051499,-1.237551
0.069684,-0.063943,-1.28834
0.197842,-0.061822,-1.291317
0.326206,-0.053431,-1.300622
0.47013,-0.059905,-1.247505
0.590819,-0.06268,-1.174983
0.670391,-0.061125,-1.099036
0.729984,-0.061663,-1.022537
0.792018,-0.0582,-0.968642
0.829196,-0.062551,-0.936959
0.94418,-0.068684,-0.814822
0.914333,-0.053308,-0.878409
1.014174,-0.056164,-0.742483
1.069813,-0.072905,-0.645319
1.138589,-0.077775,-0.554416
1.184825,-0.08433,-0.431568
1.236391,-0.064353,-0.244102
1.260631,-0.071434,-0.166096
1.330304,-0.036492,-0.156709
1.378815,-0.029609,0.003599
1.369099,-0.039595,-0.103627
1.323369,-0.05565,0.134832
1.317394,-0.051636,0.188681
1.32205,-0.047569,0.168758
1.266767,-0.041299,0.335932
1.129329,-0.043757,0.55767
1.195077,-0.040126,0.493063
1.087656,-0.043096,0.603461
1.038157,-0.042267,0.665809
0.994823,-0.065569,0.686014
0.970211,-0.043742,0.728
0.906575,-0.035571,0.816194
0.890364,-0.04998,0.843087
0.850618,-0.053318,0.848891
0.765726,-0.053822,0.944065
0.815775,-0.016375,0.928897
0.71095,-0.019006,1.023972
0.648463,-0.028261,1.066489
0.609755,-0.033349,1.075925
0.528227,-0.004161,1.148011
0.496376,-0.023634,1.181213
0.40152,-0.014503,1.222518
0.330358,0.003479,1.305083
0.215352,-0.009554,1.335641
0.134726,0.025475,1.401436
-0.099716,0.022941,1.450814
0.01911,0.010905,1.419314
-0.231254,0.027895,1.45627
-0.390466,0.01272,1.431438
-0.506895,0.005214,1.382764
-0.615236,0.014098,1.313336
-0.688668,0.016535,1.227527
-0.782408,0.007391,1.121981
-0.87251,0.006197,0.969315
-0.936912,0.020791,0.855167
-1.012805,0.018011,0.726606
-1.077205,0.002355,0.546406
-1.15226,0.006733,0.161145
-1.142146,0.014143,0.335462
-1.175145,0.013606,0.044667
-1.162931,0.004231,-0.220819
-1.144974,-0.005833,-0.311636
-1.18227,0.006841,-0.071593
-1.082005,-0.0028,-0.474495
-1.005131,0.002609,-0.644612
-0.969729,-0.009641,-0.661694
-0.984448,-0.017962,-0.614372
-0.987204,-0.025374,-0.592761
-0.797537,-0.025693,-0.777353
-0.578119,-0.012197,-1.101569
-0.50716,-0.047909,-1.131283
-0.404264,-0.047988,-1.075059
-0.321464,-0.036873,-1.110796
-0.187012,-0.052964,-1.178248
-0.056359,-0.050313,-1.297178
0.073758,-0.071472,-1.314142
0.164177,-0.058901,-1.335243
0.259339,-0.052022,-1.304455
0.493367,-0.05857,-1.195613
0.381008,-0.077528,-1.247742
0.58115,-0.066235,-1.119476
0.615413,-0.056883,-1.078236
0.725259,-0.066926,-0.973682
0.708528,-0.037306,-1.022398
0.810999,-0.048495,-0.923986
0.876613,-0.069717,-0.88709
0.987041,-0.059852,-0.798931
1.050423,-0.067845,-0.740333
1.120997,-0.072318,-0.67363
1.200358,-0.069133,-0.574427
1.254601,-0.065353,-0.44835
1.275301,-0.048712,-0.314491
1.291146,-0.03492,-0.2369
1.297601,-0.050368,-0.217467
1.305836,-0.047887,-0.141197
1.26563,-0.042661,0.021507
1.242304,-0.060759,0.071385
1.225791,-0.063261,0.124287
1.212364,-0.053837,0.226053
1.163503,-0.05344,0.339374
1.126827,-0.037383,0.45066
1.097599,-0.046086,0.505287
1.080823,-0.055128,0.500771
1.068903,-0.046465,0.511484
1.038024,-0.047672,0.564417
1.002387,-0.042644,0.633632
0.956723,-0.041793,0.692549
0.935323,-0.045464,0.71237
0.913164,-0.045144,0.737413
0.867804,-0.031365,0.809336
0.797809,-0.03955,0.874637
0.73602,-0.022212,0.954178
0.699636,-0.022511,0.998825
0.635699,-0.04421,0.999797
0.592799,-0.005691,1.060516
0.452869,-0.015276,1.160359
0.530035,-0.012432,1.114935
0.386877,0.010415,1.215746
0.321917,-0.004339,1.243205
0.119222,0.015027,1.329985
-0.016903,0.01502,1.358791
-0.249384,0.010384,1.366782
-0.128336,0.010542,1.370989
-0.35015,0.008019,1.345711
-0.448795,0.018423,1.30295
-0.561474,0.017024,1.246078
-0.678484,0.018375,1.171204
-0.754991,0.01032,1.053655
-0.816817,0.003458,0.94423
-0.903046,0.013055,0.820529
-0.961383,0.008548,0.668688
-1.036052,0.001936,0.489471
-1.055985,0.01336,0.318069
-1.09667,0.017921,0.189393
-1.106979,0.019515,0.084627
-1.136856,0.008904,-0.008767
-1.083881,0.006692,-0.275003
-1.133942,0.008116,-0.101291
-1.042369,-0.003761,-0.416909
-1.011,0.003187,-0.48892
-0.955851,-0.012698,-0.59106
-0.930883,-0.006071,-0.632544
-0.765098,-0.021395,-0.738835
-0.925053,-0.02222,-0.565371
-0.62314,-0.00552,-0.979535
-0.574787,-0.062248,-0.975921
-0.465057,-0.04867,-0.971903
-0.375801,-0.046012,-1.030681
-0.248716,-0.064982,-1.088903
-0.08595,-0.047779,-1.201027
-0.026562,-0.07474,-1.237982
0.111336,-0.055493,-1.268518
0.231233,-0.055065,-1.264778
0.3617,-0.060265,-1.219715
0.447103,-0.050557,-1.168191
0.506919,-0.045829,-1.103143
0.581643,-0.050218,-1.037517
0.616307,-0.04702,-1.009688
0.688716,-0.048416,-0.97728
0.749805,-0.060753,-0.921548
0.821498,-0.04238,-0.878321
0.868471,-0.064649,-0.836432
0.962297,-0.066389,-0.783303
1.03258,-0.08317,-0.63023
1.094844,-0.068966,-0.500501
1.12589,-0.06326,-0.438178
1.182487,-0.066503,-0.381951
1.230249,-0.071021,-0.324517
1.282689,-0.048298,-0.244673
1.30325,-0.043577,-0.143615
1.300594,-0.021622,-0.008516
1.273514,-0.036172,0.033552
1.257139,-0.041805,0.140242
1.263491,-0.046495,0.076261
1.212267,-0.055218,0.245607
1.144094,-0.037763,0.423737
1.088078,-0.050785,0.487001
1.083743,-0.057513,0.453679
1.057842,-0.050777,0.486988
1.01009,-0.041406,0.585933
0.962117,-0.053441,0.660622
0.910433,-0.032029,0.721316
0.932359,-0.053421,0.669594
0.875878,-0.045478,0.749261
0.842783,-0.038903,0.809451
0.783675,-0.02038,0.885822
0.748073,-0.037916,0.912245
0.727246,-0.042414,0.912654
0.686327,-0.01936,0.966032
0.670816,-0.030818,0.982292
0.593673,-0.020508,1.047379
0.523729,-0.009921,1.11789
0.45354,-0.005304,1.161994
0.394451,0.002411,1.202581
0.284232,0.004551,1.247828
0.199956,0.00585,1.296131
0.074364,0.012417,1.33207
-0.04044,0.00544,1.351616
-0.16365,0.015868,1.359199
-0.24007,0.009109,1.332411
-0.328354,0.012697,1.301518
-0.408597,0.024445,1.272411
-0.52722,0.013979,1.228306
-0.629198,0.007786,1.161396
-0.712888,0.025197,1.090998
-0.811192,0.006691,0.978202
-0.893907,0.008364,0.84608
-0.980497,0.013523,0.725034
-1.089771,0.012728,0.445367
-1.033092,0.01121,0.584207
-1.124945,0.005925,0.350079
-1.168602,0.004874,0.149695
-1.153071,0.006906,0.275032
-1.15821,0.008966,-0.039507
-1.090985,0.005061,-0.315452
-1.127195,0.015291,-0.14963
-1.012705,-0.002572,-0.532594
-0.934869,-0.017064,-0.517018
-0.919921,-0.007213,-0.629829
-0.99692,-0.026738,-0.382288
-0.975764,-0.026458,-0.377397
-0.804736,-0.021508,-0.606072
-0.553206,-0.004959,-0.984552
-0.480995,-0.043459,-1.078988
-0.382773,-0.054065,-1.053542
-0.266978,-0.026471,-1.084558
0.020591,-0.042842,-1.259969
-0.154121,-0.057369,-1.158258
0.140686,-0.051873,-1.290743
0.223486,-0.056768,-1.237063
0.267094,-0.045456,-1.167717
0.338875,-0.057275,-1.096599
0.409108,-0.058581,-1.08437
0.449596,-0.054893,-1.066241
0.522912,-0.051061,-1.036352
0.63169,-0.058197,-0.948783
0.565823,-0.059384,-0.982226
0.71291,-0.060055,-0.891361
0.774849,-0.058079,-0.822744
0.856098,-0.054029,-0.736304
0.921491,-0.064157,-0.65887
1.016339,-0.053774,-0.497055
0.978223,-0.06656,-0.53983
1.075517,-0.061464,-0.465538
1.177417,-0.059035,-0.346051
1.136086,-0.068052,-0.404793
1.2094,-0.047184,-0.258327
1.238412,-0.025736,-0.046131
1.235974,-0.028594,-0.115336
1.24437,-0.045338,-0.054968
1.227664,-0.049811,0.060157
1.193996,-0.043887,0.229634
1.155724,-0.05431,0.285689
1.14323,-0.043634,0.305334
1.116582,-0.052545,0.322205
1.073168,-0.042515,0.425602
1.031106,-0.053257,0.49516
0.984854,-0.060136,0.540439
0.953606,-0.034737,0.634629
0.924477,-0.048577,0.640288
0.922687,-0.066425,0.630996
0.870134,-0.027865,0.733403
0.838459,-0.041504,0.785672
0.830104,-0.036158,0.785715
0.742521,-0.023322,0.86612
0.730491,-0.030387,0.913092
0.698906,-0.054801,0.900246
0.654322,-0.018772,0.964207
0.611646,-0.027742,1.013209
0.543962,-0.025353,1.089293
0.473572,-0.005258,1.161385
0.395999,-0.009088,1.19797
0.303554,0.006179,1.253284
0.193011,0.005081,1.290115
0.086537,0.005995,1.310932
0.011233,0.012914,1.322245
-0.186044,0.010249,1.309571
-0.30823,0.026481,1.319051
-0.42309,0.016467,1.296857
-0.540997,0.014919,1.250416
-0.649544,0.008642,1.185374
-0.737242,-0.002588,1.077098
-0.843443,0.004201,0.932449
-0.91334,-0.004908,0.757716
-0.957322,0.008304,0.591004
-0.991781,0.023371,0.453811
-1.04631,0.032266,0.361681
-1.078674,0.01396,0.267015
-1.116426,0.004726,0.139941
-1.105951,0.001227,-0.049789
-1.111773,-0.007105,-0.128655
-1.081543,0.005853,-0.249741
-1.008926,-0.000759,-0.452034
-0.950795,-0.007584,-0.583348
-0.952797,-0.013316,-0.533251
-1.001962,-0.021458,-0.415196
-0.949734,-0.014951,-0.461334
-0.732304,-0.004197,-0.807563
-0.662914,-0.037131,-0.946383
-0.563374,-0.058063,-0.908451
-0.484445,-0.028942,-0.952191
-0.430078,-0.053529,-0.960975
-0.276573,-0.051644,-1.067921
-0.157132,-0.058838,-1.187491
0.013479,-0.06001,-1.235326
0.15837,-0.057722,-1.258375
0.259892,-0.065666,-1.221098
0.33688,-0.055293,-1.162547
0.398874,-0.060955,-1.111107
0.473405,-0.049277,-1.08662
0.546952,-0.062695,-1.094294
0.647967,-0.04941,-1.047536
0.67938,-0.057002,-0.98896
0.766497,-0.036922,-0.922706
0.817867,-0.059179,-0.871784
0.899921,-0.060427,-0.778428
0.96282,-0.058098,-0.681705
1.003897,-0.073865,-0.597073
1.057029,-0.065607,-0.533434
1.101102,-0.076633,-0.495361
1.161001,-0.061271,-0.397235
1.175573,-0.071667,-0.273407
1.204901,-0.04782,-0.189425
1.243186,-0.044768,-0.122552
1.269575,-0.03286,-0.081913
1.284989,-0.029765,0.010345
1.245478,-0.048528,0.142268
1.206459,-0.043205,0.252321
1.170588,-0.042608,0.325241
1.189463,-0.040902,0.279691
1.132721,-0.043944,0.39875
1.105103,-0.042314,0.456081
1.073972,-0.046926,0.476552
1.02891,-0.0442,0.549801
0.96096,-0.048178,0.652248
0.933034,-0.055998,0.690412
0.881186,-0.042858,0.74427
0.842357,-0.030317,0.809452
0.786557,-0.044694,0.834348
0.764893,-0.029276,0.870188
0.747337,-0.030824,0.873536
0.705607,-0.034649,0.908459
0.692597,-0.020678,0.954099
0.652009,-0.041692,0.971507
0.622494,-0.0212,1.026784
0.542268,-0.030306,1.074516
0.48877,-0.009797,1.140807
0.388396,-0.006548,1.191008
0.29332,-0.002278,1.231513
0.189097,0.01126,1.273767
0.101184,0.024335,1.297876
0.003551,0.001832,1.312545
-0.076889,0.014861,1.326737
-0.178492,0.031282,1.359021
-0.303028,-0.010307,1.347241
-0.411359,0.020064,1.346303
-0.515694,0.015373,1.318541
-0.640001,0.003625,1.249529
-0.747533,0.006819,1.118332
-0.835664,-0.000444,0.975276
-0.896999,0.009055,0.843068
-0.946622,-0.000346,0.657834
-0.973323,0.006112,0.534688
-1.022741,0.024189,0.474105
-1.079608,0.014693,0.324402
-1.098114,-0.007112,0.083996
-1.106996,0.014401,0.027036
-1.124749,0.0036,-0.003972
-1.134356,0.004057,-0.133201
-1.090669,-0.003347,-0.357576
-1.014676,0.000891,-0.466334
-0.968904,0.00214,-0.548694
-0.942317,-0.006679,-0.600969
-0.88536,-0.014462,-0.641081
-0.815168,-0.025328,-0.705601
-0.721669,-0.020841,-0.819979
-0.620025,-0.039337,-0.888434
-0.550264,-0.04604,-0.935682
-0.434124,-0.04335,-0.993572
-0.337627,-0.043005,-1.067603
-0.17356,-0.045739,-1.149999
-0.01608,-0.055894,-1.198203
0.09546,-0.069913,-1.225607
0.229306,-0.035883,-1.225294
0.289134,-0.06342,-1.211505
0.393868,-0.045269,-1.183081
0.479173,-0.049083,-1.146908
0.575344,-0.054951,-1.089557
0.709453,-0.046142,-0.986444
0.621143,-0.058752,-1.019486
0.760436,-0.061748,-0.953416
0.835125,-0.075459,-0.911282
0.92908,-0.065115,-0.828843
0.980722,-0.056888,-0.706419
1.015857,-0.052208,-0.58361
1.048783,-0.054438,-0.533826
1.093661,-0.058966,-0.491258
1.145338,-0.068624,-0.404465
1.178809,-0.064672,-0.278048
1.19668,-0.060185,-0.206308
1.241652,-0.045902,-0.137119
1.255912,-0.04035,-0.04625
1.248643,-0.029786,0.096928
1.217663,-0.050466,0.17005
1.210209,-0.048166,0.202878
1.192448,-0.039476,0.275221
1.160628,-0.036316,0.368293
1.132824,-0.05073,0.395215
1.100253,-0.039307,0.464061
1.049948,-0.036209,0.545149
1.008942,-0.056874,0.570592
0.987633,-0.048275,0.626119
0.925629,-0.050623,0.700121
0.854542,-0.029846,0.816369
0.814953,-0.029657,0.868045
0.777773,-0.044608,0.860615
0.775487,-0.025046,0.869728
0.76346,-0.045299,0.871545
0.725913,-0.035203,0.925188
0.686363,-0.020906,0.994062
0.643705,-0.044831,1.029427
0.57734,-0.022336,1.090548
0.506312,-0.015988,1.152243
0.412308,-0.01324,1.198342
0.304532,0.006827,1.268906
0.214881,0.002525,1.304933
0.12396,0.003069,1.308216
0.04517,0.015417,1.334742
-0.061629,0.015558,1.35031
-0.15707,0.014832,1.374073
-0.273656,0.011399,1.371436
-0.383902,0.022169,1.36408
-0.503695,0.008772,1.324341
-0.751611,0.001054,1.143596
-0.840448,0.007029,0.990032
-0.891314,0.007029,0.839566
-0.945417,0.005266,0.698503
-0.994957,0.024523,0.626541
-1.066838,0.008546,0.504412
-1.099043,0.009672,0.363374
-1.14031,0.016744,0.230767
-1.147701,-0.000064,0.100378
-1.154514,0.007674,-0.052297
,,
-1.135154,-0.012683,-0.1959
-1.106501,-0.002494,-0.304519
-1.083084,-0.005896,-0.40481
-1.041223,-0.013298,-0.538146
-0.945752,-0.003411,-0.684303
-0.712776,-0.012749,-0.744125
-0.641906,-0.007707,-0.816318
-0.521846,-0.01536,-0.905833
-0.588738,-0.001428,-0.858128
-0.910159,-0.027034,-0.713554
-0.813377,-0.094576,-0.306405
-0.759842,-0.041054,-0.449046
-0.190488,0.079546,-1.225505
-0.166987,-0.073468,-1.491639
0.104311,-0.086109,-1.298873
0.17037,-0.038397,-1.156663
0.301845,-0.05026,-1.117282
0.442474,-0.064361,-1.153279
0.483297,-0.077099,-1.142898
0.494506,-0.059449,-1.112005
0.50749,-0.071677,-1.089774
0.61863,-0.08021,-1.043675
0.714385,-0.048933,-0.992478
0.762475,-0.056477,-0.886319
0.797338,-0.055701,-0.761333
0.830263,-0.053271,-0.692641
0.887647,-0.057413,-0.63582
0.925003,-0.058685,-0.602575
0.980971,-0.05975,-0.550248
1.017861,-0.070238,-0.447871
1.064596,-0.061624,-0.358937
1.112366,-0.052129,-0.295841
1.162979,-0.052678,-0.257602
1.210655,-0.066194,-0.219147
1.250873,-0.03779,-0.076691
1.246964,-0.027767,0.038846
1.24819,-0.006113,0.089359
1.205073,-0.042595,0.127062
1.175188,-0.034547,0.2136
1.142288,-0.043949,0.276492
1.140095,-0.051357,0.288415
1.08323,-0.04876,0.3745
1.030106,-0.031716,0.497208
0.997832,-0.054295,0.532671
0.946651,-0.051325,0.592434
0.888849,-0.037901,0.705306
0.853594,-0.055193,0.728513
0.808665,-0.053692,0.738757
0.769353,-0.037202,0.795624
0.743273,-0.045605,0.813718
0.717546,-0.022778,0.876438
0.655275,-0.012222,0.941876
0.675045,-0.042867,0.917628
0.648524,-0.029967,0.918463
0.659304,0.009281,0.99136
0.591828,-0.043442,1.008899
0.476417,-0.001629,1.122783
0.391407,-0.013922,1.201204
0.260028,-0.002738,1.245464
0.192018,0.010462,1.26044
0.100122,0.009361,1.259174
0.016502,0.011972,1.27294
-0.081341,0.010533,1.311255
-0.197289,0.011106,1.345429
-0.318131,0.012591,1.357556
