timestamp,user_acc_x,user_acc_y,user_acc_z
1465407294,-0.055057,-0.007945,0.04892
1465407294,-0.111917,0.002806,0.08109
1465407294,-0.096103,0.001486,0.087081
1465407294,-0.0445,0.004106,0.056535
1465407294,-0.027778,0.001095,0.057643
1465407294,0.045276,-0.00087,-0.002227
1465407294,0.095047,0.00438,-0.0061
1465407294,0.083529,0.005116,-0.024198
1465407294,0.084005,0.012634,-0.011641
1465407294,0.096286,0.003838,-0.03281
1465407294,0.110976,0.007428,-0.036775
1465407294,0.119356,0.002199,-0.053024
1465407294,0.124109,0.003916,-0.052264
1465407294,0.123841,0.008877,-0.068684
1465407294,0.107594,0.008024,-0.056827
1465407294,0.056039,0.006191,-0.024401
1465407294,0.061567,0.003624,-0.024794
1465407294,0.086751,0.00105,-0.043221
1465407294,0.06723,0.006873,-0.032715
1465407294,0.038846,0.004819,-0.019916
1465407294,0.052327,0.006549,-0.028561
1465407294,0.034667,0.002007,-0.014072
1465407294,0.002173,0.005389,0.002887
1465407294,0.016297,0.000418,0.004226
1465407294,0.00134,0.007758,0.003966
1465407294,-0.110701,0.001253,0.09811
1465407294,-0.15838,-0.004164,0.14955
1465407294,-0.170131,0.003603,0.157616
1465407294,-0.171457,-0.003576,0.187197
1465407294,-0.100692,0.007542,0.160901
1465407294,-0.068616,0.003981,0.151685
1465407294,-0.031513,0.008781,0.146322
1465407294,0.012474,-0.002698,0.15779
1465407294,0.032852,0.008906,0.127068
1465407294,0.098432,0.004766,0.119964
1465407294,0.209242,0.02286,-0.001994
1465407294,0.198306,0.000002,0.029548
1465407294,0.206593,0.02626,-0.025274
1465407294,0.249897,0.003936,-0.053384
1465407294,0.226318,0.019109,-0.066248
1465407294,0.2425,0.006826,-0.084646
1465407294,0.269535,0.01875,-0.137656
1465407294,0.285518,0.010375,-0.156732
1465407294,0.273766,0.006846,-0.165928
1465407294,0.254168,0.015148,-0.164453
1465407294,0.238681,0.004805,-0.153655
1465407294,0.230076,0.020585,-0.153731
1465407294,0.220111,0.001173,-0.134001
1465407294,0.200641,0.017338,-0.118478
1465407294,0.12854,0.009543,-0.058055
1465407294,0.166952,0.001033,-0.077357
1465407294,0.077961,0.008164,-0.005935
1465407294,0.049816,0.005939,0.008064
1465407294,0.048282,0.011957,0.018267
1465407294,0.039284,0.002457,0.022366
1465407294,0.041654,0.003593,0.037988
1465407294,0.017767,0.001843,0.048484
1465407294,0.012577,0.007073,0.044319
1465407294,0.022727,0.006524,0.041921
1465407294,-0.072751,0.004243,0.105895
1465407294,-0.116339,0.003109,0.123497
1465407294,-0.128354,-0.002364,0.121582
1465407294,-0.138587,0.003233,0.118823
1465407295,-0.152034,-0.001736,0.112533
1465407295,-0.163878,0.004462,0.115912
1465407295,-0.162025,-0.00569,0.112539
1465407295,-0.15173,0.001836,0.099944
1465407295,-0.141895,-0.005578,0.093935
1465407295,-0.13674,0.005082,0.08453
1465407295,-0.131066,-0.000536,0.085395
1465407295,-0.116091,0.000998,0.07841
1465407295,-0.092574,0.000908,0.071526
1465407295,-0.070474,-0.001814,0.064456
1465407295,-0.060479,0.003108,0.063953
1465407295,-0.046792,0.002956,0.056749
1465407295,-0.031748,0.007958,0.05043
1465407295,0.009938,0.004376,0.038585
1465407295,0.095541,0.008661,-0.023345
1465407295,0.122525,0.003859,-0.037144
1465407295,0.10686,0.007768,-0.034138
1465407295,0.103482,0.007492,-0.035074
1465407295,0.134921,0.013014,-0.064552
1465407295,0.122132,0.005653,-0.053383
1465407295,0.10605,0.008018,-0.053251
1465407295,0.131862,0.006533,-0.067148
1465407295,0.135027,0.010365,-0.078794
1465407295,0.123502,0.005352,-0.070112
1465407295,0.124123,0.011078,-0.076853
1465407295,0.115677,0.004758,-0.06903
1465407295,0.097659,0.006812,-0.061037
1465407295,0.080948,0.005727,-0.050945
1465407295,0.070831,0.008943,-0.045858
1465407295,0.060024,0.007635,-0.040518
1465407295,0.064277,0.006471,-0.039921
1465407295,0.050921,0.004866,-0.029607
1465407295,0.028081,0.000547,-0.007284
1465407295,0.013482,0.004305,-0.004387
1465407295,0.030789,0.003044,-0.01272
1465407295,0.041241,0.006555,-0.022012
1465407295,0.018054,0.00214,-0.005666
1465407295,-0.00015,0.004294,0.008484
1465407295,0.008267,0.001112,0.008473
1465407295,0.006761,0.005212,0.007383
1465407295,0.013661,0.003702,0.004164
1465407295,0.016974,0.005303,0.001481
1465407295,-0.020056,0.005049,0.025654
1465407295,-0.072521,-0.002032,0.06381
1465407295,-0.101806,0.001586,0.073034
1465407295,-0.111829,-0.000406,0.076824
1465407295,-0.1114,0.002947,0.073794
1465407295,-0.106788,-0.001121,0.071737
1465407295,-0.102298,0.000665,0.067079
1465407295,-0.093391,-0.003238,0.063116
1465407295,-0.085459,0.000847,0.057871
1465407295,-0.073337,0.001383,0.05204
1465407295,-0.06037,0.002635,0.041746
1465407295,-0.036956,0.004188,0.032174
1465407295,-0.002039,0.001138,0.01269
1465407295,0.075713,0.004633,-0.038533
1465407295,0.049151,0.004653,-0.018333
1465407295,0.080148,0.003606,-0.046234
1465407295,0.078392,0.007411,-0.043898
1465407295,0.065585,0.003057,-0.036639
1465407295,0.067979,0.00533,-0.034839
1465407295,0.069898,-0.014289,-0.034326
1465407295,0.068334,0.016042,-0.031287
1465407295,0.050121,0.003767,-0.036674
1465407295,0.043093,0.025876,-0.04479
1465407295,0.03882,0.00182,-0.034023
1465407295,0.048822,0.001654,-0.016617
1465407295,0.04029,-0.014769,-0.017713
1465407295,0.043341,-0.000308,-0.010375
1465407295,0.028958,0.005138,-0.028346
1465407295,0.022804,0.011225,-0.022331
1465407295,0.020957,-0.004191,-0.006059
1465407295,0.01923,-0.005699,0.00428
1465407295,0.009966,0.00703,-0.013194
1465407295,0.016267,0.007307,-0.008063
1465407295,0.016048,0.011573,-0.017088
1465407295,0.013935,-0.004186,-0.001833
1465407295,0.012795,-0.012834,0.006467
1465407295,0.000116,-0.014325,0.023203
1465407295,-0.039688,0.000396,0.027691
1465407295,-0.069084,0.01516,0.034834
1465407295,-0.078142,0.011627,0.038116
1465407295,-0.081393,0.004965,0.0427
1465407295,-0.071001,-0.019434,0.063803
1465407295,-0.066405,-0.016295,0.054134
1465407295,-0.055278,-0.008335,0.046727
1465407295,-0.046283,0.007996,0.019099
1465407295,-0.02019,0.009227,0.00759
1465407295,0.00994,0.003651,-0.007144
1465407295,0.041431,-0.002293,-0.015024
1465407295,0.055686,-0.004773,-0.021881
1465407295,0.049678,0.008762,-0.037546
1465407295,0.049899,0.002517,-0.030006
1465407295,0.044696,0.004108,-0.032471
1465407295,0.049483,-0.007479,-0.018311
1465407295,0.043938,-0.00351,-0.021374
1465407295,0.035629,0.001708,-0.017695
1465407295,0.02156,0.013394,-0.026918
1465407295,0.020235,0.011014,-0.018127
1465407295,0.010814,0.003354,-0.011505
1465407296,0.019873,-0.031698,0.035585
1465407296,-0.025548,-0.003915,-0.015587
1465407296,-0.012917,-0.000582,0.050549
1465407296,-0.073896,0.001153,-0.002898
1465407296,-0.039065,0.029499,0.043
1465407296,-0.069557,-0.029897,0.036872
1465407296,-0.045528,0.023084,0.03345
1465407296,-0.06472,-0.022605,0.028821
1465407296,-0.02254,0.004277,0.047751
1465407296,-0.031998,-0.005356,-0.002072
1465407296,0.004987,-0.001966,0.011263
1465407296,0.015079,-0.027099,-0.009757
1465407296,0.033852,0.026015,-0.020379
1465407296,0.021391,0.008684,-0.02353
1465407296,0.014433,0.081807,-0.07453
1465407296,0.002859,0.019826,-0.062161
1465407296,0.050219,-0.015746,0.019894
1465407296,0.02177,-0.050096,-0.00455
1465407296,0.0566,-0.045058,0.066979
1465407296,-0.022343,-0.00971,-0.024587
1465407296,-0.010524,0.033193,0.013181
1465407296,-0.0536,0.015096,-0.014361
1465407296,-0.025509,0.005682,0.04238
1465407296,-0.052123,-0.013253,0.014937
1465407296,-0.028248,0.019387,0.032765
1465407296,-0.053309,0.000444,0.001763
1465407296,-0.007512,-0.01897,0.039154
1465407296,-0.002581,-0.043335,0.036058
1465407296,0.019752,-0.009759,0.021887
1465407296,-0.001859,0.010291,-0.015837
1465407296,0.013535,0.035224,-0.03087
1465407296,0.011947,0.026027,-0.038749
1465407296,0.02081,0.024043,-0.023355
1465407296,0.017858,-0.003125,-0.016701
1465407296,0.031157,-0.015311,0.006412
1465407296,0.01994,-0.023877,0.006245
1465407296,0.010959,-0.01201,0.011174
1465407296,-0.002986,-0.00796,0.007387
1465407296,-0.014884,0.004615,0.006518
1465407296,-0.024588,0.009168,0.010734
1465407296,-0.031543,0.016031,0.010995
1465407296,-0.032657,0.008672,0.01263
1465407296,-0.031524,0.003522,0.014181
1465407296,-0.018779,-0.003763,0.017445
1465407296,-0.011933,-0.001077,0.007768
1465407296,0.002066,-0.011874,0.012133
1465407296,0.008615,-0.005147,0.001894
1465407296,0.014921,-0.005367,-0.000467
1465407296,0.014799,0.004198,-0.012264
1465407296,0.015963,0.002347,-0.011263
1465407296,0.019153,0.002677,-0.004824
1465407296,0.011431,0.007848,-0.006737
1465407296,0.006075,0.004771,-0.004625
1465407296,0.000465,0.001983,-0.002113
1465407296,-0.003515,-0.000027,0.007293
1465407296,-0.012345,-0.002341,0.011731
1465407296,-0.016412,-0.002501,0.014946
1465407296,-0.019021,-0.001329,0.016314
1465407296,-0.015886,-0.007842,0.021635
1465407296,-0.019272,0.005568,0.004032
1465407296,-0.009885,-0.002334,0.010176
1465407296,-0.005504,0.000548,0.002521
1465407296,0.002304,0.003651,0.000545
1465407296,0.009004,0.001579,-0.002978
1465407296,0.011731,0.001797,-0.006942
1465407296,0.011009,0.003003,-0.009207
1465407296,0.015162,0.004954,-0.007762
1465407296,0.010535,-0.000077,-0.004909
1465407296,0.008637,0.00067,-0.00316
1465407296,0.006298,-0.003546,0.006801
1465407296,-0.003743,-0.000062,0.002331
1465407296,-0.008029,-0.000036,0.002045
1465407296,-0.013399,-0.001163,0.006899
1465407296,-0.013505,0.004737,0.009066
1465407296,-0.015207,0.003989,0.010661
1465407296,-0.012587,0.001967,0.007404
1465407296,-0.008879,-0.000815,0.010828
1465407296,-0.004537,0.002565,0.002385
1465407296,0.001775,-0.00049,0.00305
1465407296,0.004951,-0.000612,-0.000729
1465407296,0.009148,-0.000593,-0.000984
1465407296,0.008481,-0.000069,-0.004547
1465407296,0.010844,0.003495,-0.003051
1465407296,0.00567,0.002636,-0.005168
1465407296,0.00534,0.000952,0.00001
1465407296,0.001678,-0.000232,-0.000386
1465407296,0.000443,-0.001185,0.004717
1465407296,-0.004792,-0.000967,0.005786
1465407296,-0.00625,-0.000851,0.009911
1465407296,-0.010306,0.001631,0.004937
1465407296,-0.010109,-0.000789,0.00713
1465407296,-0.009128,0.000742,0.004786
1465407296,-0.005334,0.001928,0.005111
1465407296,-0.003312,0.003237,0.002674
1465407296,0.000983,0.001052,0.002474
1465407296,0.003628,-0.000519,0.001338
1465407296,0.003602,-0.001331,-0.000292
1465407296,0.006692,-0.000589,-0.001009
1465407296,0.007466,-0.001981,-0.00301
1465407296,0.006545,-0.001629,0.000632
1465407297,0.004778,0.000532,-0.001127
1465407297,0.002617,0.002146,-0.000606
1465407297,-0.002724,0.003214,0.000079
1465407297,0.078941,-0.009962,-0.044501
1465407297,2.649998,0.217504,-1.443965
1465407297,-0.076383,0.02969,0.14314
1465407297,0.867302,-0.002561,0.187974
1465407297,-0.095065,0.036741,0.393697
1465407297,-1.560452,0.058476,-0.171081
1465407297,-3.021113,-0.309156,2.915505
1465407297,2.332169,-0.090233,-0.511989
1465407297,0.814846,0.133962,-0.322036
1465407297,-0.272237,-0.268187,0.181005
1465407297,-0.63777,-0.026504,0.323104
1465407297,0.487112,0.026631,-0.582355
1465407297,-0.277336,0.103294,-0.027454
1465407297,-0.069919,-0.097667,0.256307
1465407297,0.221995,0.0675,-0.175562
1465407297,0.025671,-0.008528,0.096852
1465407297,-0.150938,0.057499,0.097527
1465407297,-0.205483,0.019577,0.015606
1465407297,-0.133431,0.008896,-0.003405
1465407297,-0.085702,-0.032414,0.022673
1465407297,-0.020099,-0.036205,0.037252
1465407297,0.043164,-0.000761,0.012015
1465407297,0.027287,-0.012152,0.044789
1465407297,-0.01057,0.005122,0.022255
1465407297,-0.022392,0.001256,-0.005307
1465407297,-0.042387,0.006269,-0.004591
1465407297,-0.046878,0.015236,-0.005767
1465407297,-0.035884,-0.000611,0.000652
1465407297,-0.03255,-0.003522,0.002634
1465407297,-0.037272,-0.004056,0.016191
1465407297,-0.050648,-0.008083,0.02775
1465407297,-0.058495,-0.002302,0.010758
1465407297,-0.065361,0.002221,0.01164
1465407297,-0.059128,0.004668,0.003372
1465407297,-0.038154,0.008041,-0.005785
1465407297,-0.039215,0.001853,0.006707
1465407297,-0.040023,-0.003808,-0.000346
1465407297,-0.052896,-0.005024,0.006183
1465407297,-0.06229,-0.00769,0.011454
1465407297,-0.049962,-0.003619,-0.001449
1465407297,-0.053592,-0.008023,0.00816
1465407297,-0.061561,-0.013968,0.011336
1465407297,-0.067821,-0.003684,0.000892
1465407297,-0.062526,-0.008534,-0.003162
1465407297,-0.067361,-0.004432,-0.010582
1465407297,-0.062441,0.001099,-0.023839
1465407297,-0.052794,0.004164,-0.028788
1465407297,-0.039698,0.003998,-0.025222
1465407297,-0.048048,-0.000525,-0.019948
1465407297,-0.051868,-0.002531,-0.027492
1465407297,-0.060973,-0.003965,-0.031988
1465407297,-0.060066,-0.006613,-0.033783
1465407297,-0.051072,-0.005855,-0.039466
1465407297,-0.049454,-0.005936,-0.035547
1465407297,-0.042116,0.001555,-0.045325
1465407297,-0.036738,-0.005294,-0.047013
1465407297,-0.041237,-0.000126,-0.052842
1465407297,-0.033385,-0.004698,-0.05842
1465407297,-0.03368,-0.006159,-0.062345
1465407297,-0.023913,-0.0056,-0.061617
1465407297,-0.026633,-0.002156,-0.061651
1465407297,-0.036086,-0.003721,-0.05774
1465407297,-0.033037,-0.004036,-0.070465
1465407297,-0.031675,0.001786,-0.069426
1465407297,-0.038882,-0.000404,-0.06063
1465407297,-0.0412,-0.003228,-0.067391
1465407297,-0.035878,-0.004315,-0.072512
1465407297,-0.031523,-0.005353,-0.067496
1465407297,-0.028099,-0.005219,-0.064922
1465407297,-0.036617,-0.006999,-0.065437
1465407297,-0.039071,-0.009411,-0.066681
1465407297,-0.037933,-0.003314,-0.073425
1465407297,-0.030905,0.002075,-0.076587
1465407297,-0.041394,-0.00216,-0.070905
1465407297,-0.037717,-0.001537,-0.073037
1465407297,-0.032658,-0.00543,-0.07664
1465407297,-0.022471,-0.004341,-0.085557
1465407297,-0.027554,-0.003597,-0.079918
1465407297,-0.009407,-0.005869,-0.089231
1465407297,0.001936,-0.00337,-0.086093
1465407297,0.003325,-0.000145,-0.084366
1465407297,0.003375,-0.006664,-0.088646
1465407297,0.014314,-0.007365,-0.098648
1465407297,0.016392,-0.000826,-0.103731
1465407297,0.01496,-0.002557,-0.104888
1465407297,0.017587,-0.005664,-0.101436
1465407297,0.023649,-0.004775,-0.097336
1465407297,0.01884,0.002898,-0.104694
1465407297,0.027674,-0.001939,-0.098032
1465407297,0.033193,-0.000558,-0.099174
1465407297,0.040142,0.005005,-0.102328
1465407297,0.046017,-0.004322,-0.08971
1465407297,0.057497,-0.00387,-0.086662
1465407297,0.059333,-0.001119,-0.094906
1465407297,0.061346,-0.005532,-0.097414
1465407297,0.048128,-0.009848,-0.092271
1465407297,0.051294,-0.002894,-0.099436
1465407298,0.061312,-0.003058,-0.080821
1465407298,0.06123,-0.003632,-0.105509
1465407298,0.069996,0.004194,-0.091284
1465407298,0.082535,0.003571,-0.080449
1465407298,0.082708,-0.001905,-0.061219
1465407298,0.088244,0.00536,-0.077849
1465407298,0.099053,-0.001273,-0.074589
1465407298,0.092944,-0.001942,-0.067663
1465407298,0.100409,-0.000032,-0.079295
1465407298,0.102899,-0.004779,-0.049347
1465407298,0.114043,0.00679,-0.069278
1465407298,0.108328,-0.003237,-0.064176
1465407298,0.106474,-0.003822,-0.030336
1465407298,0.128738,0.006944,-0.072143
1465407298,0.129444,0.000979,-0.04526
1465407298,0.124994,0.000926,-0.022843
1465407298,0.144876,0.002728,-0.066035
1465407298,0.134157,-0.002021,-0.014933
1465407298,0.145161,0.007471,-0.020003
1465407298,0.14796,0.001786,-0.022855
1465407298,0.129166,0.000698,0.009767
1465407298,0.148999,0.00134,-0.037579
1465407298,0.145729,0.000172,-0.005699
1465407298,0.150513,0.007004,0.008467
1465407298,0.155994,0.003911,-0.00025
1465407298,0.145189,-0.00091,0.029008
1465407298,0.156556,0.001414,0.005319
1465407298,0.139611,-0.004832,0.046642
1465407298,0.148924,0.004851,0.036508
1465407298,0.150816,0.001432,0.03172
1465407298,0.130646,-0.000916,0.062107
1465407298,0.148065,-0.000654,0.034995
1465407298,0.141017,0.006919,0.072559
1465407298,0.139714,0.006843,0.082578
1465407298,0.149426,0.000044,0.065889
1465407298,0.153055,0.005633,0.073462
1465407298,0.153891,0.003516,0.07835
1465407298,0.133146,0.006259,0.107514
1465407298,0.133252,0.006785,0.0962
1465407298,0.136225,-0.002081,0.087664
1465407298,0.104204,0.000298,0.126044
1465407298,0.113512,-0.00268,0.105278
1465407298,0.095845,0.001969,0.133423
1465407298,0.102322,0.00547,0.123235
1465407298,0.099774,0.000991,0.122796
1465407298,0.036423,0.008869,0.214093
1465407298,-0.04739,0.005486,0.311873
1465407298,-0.085588,-0.005383,0.334251
1465407298,-0.185082,-0.007064,0.426727
1465407298,-0.278006,-0.0052,0.496985
1465407298,-0.333343,0.000836,0.524505
1465407298,-0.420646,0.000886,0.58852
1465407298,-0.509354,-0.002943,0.640769
1465407298,-0.554589,-0.010893,0.652141
1465407298,-0.566787,-0.015124,0.63939
1465407298,-0.516781,-0.008407,0.58673
1465407298,-0.426365,-0.013373,0.480482
1465407298,-0.36186,0.007761,0.440723
1465407298,-0.296583,0.005426,0.390653
1465407298,-0.222342,-0.000823,0.322824
1465407298,-0.148414,-0.002778,0.267527
1465407298,-0.090819,0.001616,0.218
1465407298,-0.031507,-0.001502,0.163042
1465407298,0.03697,0.006972,0.098687
1465407298,0.108006,0.004945,0.010612
1465407298,0.161469,0.003728,-0.061632
1465407298,0.204939,0.008773,-0.126546
1465407298,0.248693,0.011394,-0.198191
1465407298,0.280646,0.007129,-0.275275
1465407298,0.276852,-0.001356,-0.313741
1465407298,0.26496,-0.002217,-0.326661
1465407298,0.251046,0.002435,-0.326963
1465407298,0.237971,-0.003526,-0.3275
1465407298,0.213078,-0.004568,-0.316235
1465407298,0.178385,-0.002857,-0.281305
1465407298,0.136875,-0.00304,-0.232178
1465407298,0.072332,-0.002366,-0.145476
1465407298,0.033826,-0.007155,-0.094879
1465407298,0.01931,-0.008838,-0.065964
1465407298,0.017889,-0.004509,-0.04982
1465407298,0.034761,-0.002232,-0.059027
1465407298,0.051509,-0.000602,-0.068783
1465407298,0.051423,0.001085,-0.053256
1465407298,0.054222,0.007359,-0.044053
1465407298,0.037876,0.000052,-0.024433
1465407298,0.008445,0.000018,0.020352
1465407298,-0.023144,0.001137,0.063076
1465407298,-0.049202,-0.00163,0.097496
1465407298,-0.079804,-0.001944,0.139027
1465407298,-0.109285,0.002521,0.181469
1465407298,-0.131522,0.00157,0.205075
1465407298,-0.159903,-0.009772,0.223659
1465407298,-0.194802,-0.009927,0.25971
1465407298,-0.217436,-0.008057,0.281658
1465407298,-0.227027,-0.006015,0.288608
1465407298,-0.164234,-0.015423,0.196851
1465407298,-0.116077,0.005285,0.158514
1465407298,-0.065256,0.008437,0.108663
1465407298,-0.020883,0.00834,0.055063
1465407298,0.017254,0.002556,0.006097
1465407299,0.048555,0.001685,-0.03189
1465407299,0.064275,0.00205,-0.04901
1465407299,0.078188,0.002762,-0.073991
1465407299,0.068515,-0.00015,-0.074217
1465407299,0.062797,-0.013469,-0.086934
1465407299,0.052712,-0.003255,-0.073509
1465407299,0.046406,-0.002808,-0.059993
1465407299,0.04624,0.00211,-0.065071
1465407299,0.039814,-0.002175,-0.06442
1465407299,-0.007067,-0.004356,-0.007272
1465407299,-0.009724,-0.015681,-0.004472
1465407299,0.012484,-0.01258,-0.027742
1465407299,0.036249,0.001459,-0.023446
1465407299,0.054435,0.006177,-0.038057
1465407299,0.064471,-0.002964,-0.056029
1465407299,0.052898,0.000297,-0.041428
1465407299,0.02566,-0.001056,-0.008383
1465407299,-0.014796,-0.003391,0.031419
1465407299,-0.072865,-0.014841,0.083274
1465407299,-0.100252,0.000671,0.134612
1465407299,-0.117316,0.00476,0.154844
1465407299,-0.107843,-0.007146,0.131738
1465407299,-0.066115,0.004278,0.093418
1465407299,-0.045643,0.003623,0.062924
1465407299,-0.036517,0.004654,0.061047
1465407299,-0.025193,0.007112,0.035021
1465407299,0.003368,0.003682,0.000971
1465407299,0.038494,-0.007971,-0.055917
1465407299,0.085144,0.001917,-0.10512
1465407299,0.105484,0.002649,-0.123681
1465407299,0.051036,0.000307,-0.059199
1465407299,0.011327,-0.001055,-0.025056
1465407299,-0.020018,-0.01146,0.013589
1465407299,-0.053559,-0.004709,0.052394
1465407299,-0.06998,0.009178,0.079731
1465407299,-0.055612,0.006916,0.06462
1465407299,-0.025783,-0.010228,0.00877
1465407299,0.000254,0.004471,-0.013518
1465407299,0.010342,0.003602,-0.020865
1465407299,0.038846,0.002457,-0.04752
1465407299,0.050282,0.003249,-0.057394
1465407299,0.045056,0.002881,-0.038146
1465407299,0.025953,0.023461,-0.002047
1465407299,0.013905,0.002849,-0.001461
1465407299,0.009474,-0.009773,-0.000064
1465407299,-0.01567,0.013837,0.048986
1465407299,-0.036008,0.01345,0.084158
1465407299,-0.040226,0.009944,0.074768
1465407299,-0.054485,0.005195,0.094263
1465407299,-0.069718,0.012288,0.120947
1465407299,-0.01002,0.005673,0.053838
1465407299,0.023762,0.00701,0.019885
1465407299,0.062853,-0.007923,-0.044381
1465407299,0.05329,0.011124,-0.017034
1465407299,0.031698,0.010077,0.004871
1465407299,0.011642,-0.011603,0.008287
1465407299,0.000997,0.00454,0.029609
1465407299,-0.01635,0.00761,0.030809
1465407299,-0.020395,-0.009445,0.024634
1465407299,0.00224,0.014128,0.016317
1465407299,0.024227,0.003959,-0.00617
1465407299,0.032406,-0.00625,-0.033572
1465407299,0.025783,0.011987,-0.028196
1465407299,-0.009706,-0.003084,0.01776
1465407299,-0.040897,-0.015705,0.022841
1465407299,-0.016445,-0.004235,0.008115
1465407299,-0.011631,-0.009671,0.00116
1465407299,-0.001438,-0.000541,-0.000666
1465407299,0.006423,-0.024958,-0.040017
1465407299,-0.011137,-0.005412,0.023549
1465407299,-0.003056,0.006468,0.007016
1465407299,-0.014625,-0.00554,0.020411
1465407299,-0.040606,0.006835,0.061033
1465407299,-0.020801,-0.002973,0.020037
1465407299,0.01795,-0.009215,-0.016377
