X,Y,Z
0.07212,0.014804,0.035107
0.076045,0.023196,0.013084
0.069462,0.006772,0.022071
0.056408,-0.003864,0.030939
0.049722,-0.009562,0.036749
0.049993,-0.002643,0.025706
0.049036,-0.008914,0.034674
0.042553,0.003358,0.020282
0.049176,0.009241,0.016369
0.051249,0.013665,0.009873
0.043217,0.006341,0.015671
0.043708,0.00814,0.013398
0.04994,0.014618,0.005195
0.038241,0.002761,0.016942
0.032604,-0.001809,0.008251
0.024727,-0.003974,0.012787
0.023367,-0.00384,0.007613
0.024179,-0.001614,0.004583
0.019752,0.007198,-0.006327
0.01262,0.006449,-0.005009
0.001953,0.002145,-0.002909
-0.000748,0.004638,-0.005086
-0.01079,0.00268,-0.008331
-0.012097,0.002959,-0.009089
-0.016361,0.004021,-0.010462
-0.01672,-0.002237,-0.006635
-0.013427,-0.011974,-0.027498
-0.010414,-0.009339,0.042515
-0.00991,-0.007237,0.04109
0.024655,0.0302,-0.033974
-0.015302,0.003312,0.045429
0.001698,-0.004829,-0.028362
0.06987,0.032247,-0.036559
0.032439,-0.027262,0.025883
0.029244,-0.003925,0.000399
0.052768,-0.009306,0.031483
0.037252,0.014509,-0.007361
0.038793,-0.004359,0.032929
0.049192,0.010878,-0.016145
0.051333,0.014096,0.018078
0.026685,-0.004251,0.011339
0.029094,0.014178,-0.009555
0.032763,0.007509,0.012747
0.014035,0.007717,0.013258
0.003993,-0.008249,-0.001009
-0.004506,-0.021265,0.011762
0.002309,-0.013619,0.00138
-0.009208,-0.012574,0.011628
-0.00259,-0.002543,-0.005401
0.004734,0.010111,-0.003882
0.007621,0.016834,-0.012224
0.003706,0.010636,-0.00396
0.018176,0.017673,-0.012656
0.025507,0.014444,-0.003386
0.024948,0.022413,-0.006509
0.025909,0.003006,0.001086
0.024383,0.000962,0.002672
0.016432,-0.015395,0.0179
0.015839,-0.020263,0.014088
0.02139,-0.012635,0.012798
0.024823,-0.007956,0.005913
0.03248,0.002527,0.003844
0.030374,0.007945,-0.003959
0.029427,0.015897,-0.006062
0.022518,0.009712,-0.001116
0.020419,0.009277,-0.003595
0.005308,0.001036,-0.002171
0.00881,-0.000001,-0.005649
0.001958,-0.014105,-0.000657
0.000489,-0.01186,0.000793
-0.007577,-0.013478,0.003329
0.002771,-0.004371,-0.00446
0.002786,0.005869,-0.002923
0.0057,0.00789,-0.011647
0.012598,0.011729,-0.011032
0.014731,0.006498,-0.006846
0.012691,-0.000308,-0.000363
0.012249,-0.006178,0.002323
0.018727,-0.002853,0.002787
0.011343,-0.0097,0.005121
0.018498,-0.004741,-0.000612
0.015606,-0.005483,0.001156
0.019021,-0.001912,0.001291
0.02131,0.002572,-0.005668
0.022848,0.010232,-0.002613
0.019083,0.008876,-0.007183
0.019373,0.00997,-0.007724
0.014837,0.005727,-0.008197
0.008509,-0.003113,-0.005342
0.005834,-0.005955,-0.003953
0.000982,-0.006215,-0.001135
0.002752,-0.009069,-0.00078
0.003587,-0.006891,-0.003463
0.002735,-0.000565,-0.005901
0.005888,-0.001312,-0.004626
0.010502,0.004787,-0.006675
0.010048,0.007633,-0.009025
0.011493,0.004023,-0.003819
0.01137,-0.000868,-0.005077
0.013629,-0.001771,-0.004134
0.009622,-0.008689,0.001053
0.015849,-0.005847,-0.000036
0.012732,-0.001256,-0.003651
0.014911,0.000076,-0.003725
0.015545,0.000893,-0.007393
0.017497,0.003896,-0.006684
0.013259,0.001079,-0.002885
0.015236,0.001533,-0.006328
0.0116,0.001293,-0.005311
0.00778,-0.002136,-0.005672
0.003648,-0.004576,-0.004577
0.006373,-0.004144,-0.004436
0.005864,-0.003716,-0.003815
0.007161,-0.001311,-0.004261
0.011268,0.005363,-0.008693
0.006511,0.005323,-0.008408
0.010303,0.005937,-0.009448
0.007938,-0.000721,-0.007194
0.003059,-0.012711,0.000672
0.007237,-0.006367,-0.004925
0.01956,0.007461,-0.008911
0.005844,0.006006,-0.010911
0.013117,0.004204,-0.004882
0.022882,0.01572,-0.014679
0.007056,-0.020443,0.011296
-0.009968,-0.014205,0.016086
0.039026,0.029005,-0.037771
-0.001673,-0.011006,0.008472
0.011704,-0.002327,-0.008318
-0.003763,-0.012471,0.010192
0.022537,0.002521,-0.00873
0.006564,0.018132,-0.014312
0.015762,-0.000992,0.001335
0.036257,0.05129,-0.058418
-0.021535,-0.034849,0.036752
-0.047536,-0.082368,0.017455
-0.029906,-0.091459,0.021435
-0.025766,-0.045821,0.03118
0.039775,0.050856,-0.036467
0.043265,0.070585,-0.041679
0.033325,0.059059,-0.022782
0.014618,0.017595,-0.018689
-0.007178,-0.035661,0.010761
-0.011701,-0.039866,0.019024
0.012974,-0.001298,0.006237
0.04379,0.056385,-0.033771
0.056594,0.072991,-0.043521
0.016628,0.005217,-0.008766
-0.005572,-0.049312,0.023236
-0.025188,-0.06233,0.024011
-0.013835,-0.039188,0.013855
0.000992,-0.01126,-0.010728
-0.003832,-0.013541,0.000462
-0.012655,-0.017488,-0.001579
-0.009083,-0.024048,-0.002545
-0.011598,-0.018698,-0.002416
-0.002396,-0.007835,-0.005637
0.008214,0.013145,-0.015058
0.013651,0.050456,-0.025083
0.009577,0.032752,-0.02001
0.011551,0.052598,-0.02645
-0.002783,0.037719,-0.017975
-0.027339,0.022498,-0.006893
-0.039894,0.010271,0.000764
-0.045691,0.001119,-0.010024
-0.040048,0.003791,-0.012365
-0.033456,0.003848,-0.012585
-0.010285,0.000292,-0.012642
0.03079,-0.000191,-0.0193
0.027199,0.009007,-0.017345
0.041024,-0.000561,-0.00305
0.074587,-0.008367,-0.022938
0.079412,-0.016567,0.00802
0.086471,-0.035071,0.013151
0.112267,-0.030538,0.002419
0.114581,-0.015366,0.000509
0.123625,-0.005916,-0.00752
0.123559,0.012273,-0.00583
0.108642,0.02166,-0.006626
-0.347438,0.127643,0.044375
-0.011431,0.161414,0.048382
0.195282,0.016244,-0.294077
0.075607,0.010161,-0.205438
-0.138436,-0.145894,0.439296
0.189516,0.20272,-0.289062
-0.083988,-0.090236,0.082608
0.002413,-0.074381,0.065024
-0.013987,-0.130885,0.027134
0.01545,-0.086084,0.089565
0.111235,-0.06266,0.028803
0.097318,-0.014964,0.061227
0.112072,0.020947,0.07267
0.073029,0.014873,0.023029
0.016393,0.048411,-0.076829
-0.051187,0.039985,-0.087477
-0.104717,0.021689,-0.076045
-0.149296,-0.00565,-0.07827
-0.135794,-0.01636,-0.080438
-0.082005,-0.028791,0.030179
-0.084235,-0.040433,0.011875
-0.036062,0.007404,-0.033382
-0.022373,-0.010789,-0.020172
-0.025777,0.007516,-0.023424
-0.011257,-0.000858,-0.015389
-0.019204,-0.017298,-0.002471
0.015415,0.001884,0.000446
0.005395,-0.015617,0.007564
0.021501,-0.020702,0.006283
0.029724,-0.019579,-0.006865
0.044917,-0.011619,0.007491
0.053402,-0.008366,-0.002373
0.042227,-0.005662,0.011612
0.058416,0.12145,-0.016906
-0.002777,-0.044336,0.057415
0.103856,-0.048417,-0.03798
0.069785,-0.0072,-0.034667
-0.084076,-0.126508,0.095682
-0.003132,-0.002927,0.026195
0.008422,-0.001351,-0.017469
-0.022986,-0.019119,-0.008268
0.006462,0.001166,-0.020944
-0.010679,0.015849,-0.019968
-0.003537,0.036423,-0.033422
-0.004671,0.037944,-0.039969
0.00639,0.049149,-0.044703
-0.018232,0.027956,-0.018712
-0.008044,0.03186,-0.027706
0.001225,0.018112,-0.019884
-0.015072,-0.008901,0.001801
-0.000633,-0.002593,-0.0029
0.007553,0.002282,-0.007881
0.010687,-0.010719,-0.001063
0.008877,-0.013933,0.004728
0.029337,0.002217,-0.00547
0.020502,0.002655,-0.004382
0.029798,0.006731,-0.003968
0.025059,0.002377,-0.004856
0.022914,-0.001766,-0.000406
0.018625,-0.005414,-0.006322
0.013187,-0.01011,0.001825
0.013051,-0.011168,-0.005193
0.010506,-0.003427,-0.00145
0.008787,0.001693,-0.011393
0.004123,-0.005297,-0.008598
-0.019525,-0.034366,0.004497
-0.015043,-0.028926,-0.001818
-0.021956,-0.027254,0.008162
0.014841,0.026282,-0.028198
0.002335,0.047173,-0.010568
-0.020333,-0.031578,0.008156
0.026936,0.026542,-0.051926
-0.029422,-0.021509,0.039672
-0.006903,-0.012394,-0.002381
0.016008,0.017468,-0.019362
0.014991,0.010317,-0.007334
0.024602,0.030753,-0.018797
0.019754,0.008543,-0.008042
0.028756,0.025541,-0.017092
0.014148,-0.000065,0.003502
0.02657,0.009514,-0.01399
0.021826,0.00066,0.000118
0.026681,0.014475,-0.013846
0.022729,0.014793,-0.015091
0.017371,0.009437,-0.010225
0.008265,0.002462,-0.007341
0.00446,-0.000258,-0.008062
0.01312,0.016457,-0.016077
0.003468,0.008123,-0.011998
0.002524,0.008227,-0.013083
-0.002172,0.007047,-0.015161
-0.00359,0.000886,-0.01303
-0.001794,0.010273,-0.016246
-0.000793,0.010483,-0.014547
0.006209,0.019617,-0.019191
0.00595,0.026637,-0.018635
0.015526,0.031186,-0.024956
0.021292,0.033825,-0.021861
0.022935,0.037423,-0.023783
0.01788,0.023463,-0.018236
0.023909,0.018506,0.000036
0.023643,0.00558,-0.018439
-0.00473,-0.031878,0.024068
0.011449,-0.022778,0.005639
0.006751,-0.06139,0.014129
0.015324,-0.038073,0.029371
0.006663,-0.019199,-0.007482
0.004563,-0.028774,0.017933
0.002418,-0.024904,-0.018085
-0.0089,-0.042203,0.003108
-0.015167,-0.079101,0.017163
0.00083,-0.042,0.011541
-0.0092,-0.013636,0.000469
0.012265,0.032553,-0.017576
0.020691,0.049696,-0.041385
0.004272,0.03962,-0.019281
-0.007384,0.014573,-0.019172
0.004777,-0.000269,-0.011958
0.01458,0.004008,-0.017972
0.017602,0.000715,-0.011107
0.00653,-0.032628,-0.002875
0.004895,-0.04941,0.023091
0.032782,-0.013296,-0.01345
0.020915,-0.023334,0.020522
0.017931,-0.020043,0.00749
0.020008,-0.020578,0.004679
0.026879,-0.008283,-0.006509
0.01724,-0.005672,0.004902
0.018853,0.010503,-0.001474
0.015911,0.008397,0.005453
0.0117,-0.008485,-0.000783
0.006891,-0.007751,-0.001801
-0.01684,-0.016722,0.016605
-0.034699,-0.020426,0.020239
-0.02974,-0.03019,0.002374
0.008345,-0.012981,-0.036779
-0.013452,-0.019885,-0.008483
-0.042252,-0.041403,0.021086
-0.015794,-0.027967,-0.007262
0.001718,-0.015297,-0.015812
-0.023783,-0.022237,0.008504
0.023548,0.033916,-0.037951
0.009839,0.030802,-0.002507
0.02902,0.054364,-0.03993
0.024851,0.041159,-0.011922
0.035137,0.057988,-0.034084
-0.011492,-0.009509,0.019025
0.044297,-0.006877,-0.033205
0.022778,0.014539,0.00556
-0.038453,-0.034758,0.034659
0.019121,-0.020051,-0.02875
0.067528,0.036549,-0.053446
-0.039072,-0.030075,0.033841
-0.029732,-0.031821,0.017085
0.072231,0.061606,-0.081415
0.008142,0.042792,-0.013323
-0.076179,-0.036132,0.045738
0.004302,-0.008137,-0.032257
0.074142,0.008339,-0.084213
0.063228,0.017238,-0.064508
0.016454,0.01406,-0.005302
-0.00601,0.013945,0.041399
0.004348,0.013445,0.02392
0.022216,0.007284,0.001089
0.031201,-0.000232,-0.01919
0.045939,0.013679,-0.033519
0.034334,-0.001823,-0.025775
0.018678,-0.01973,-0.012652
0.013945,-0.013426,-0.008977
0.006317,0.000961,-0.003041
-0.004728,0.003918,0.009638
-0.018293,0.005067,0.016344
-0.014922,0.000378,0.017045
-0.024755,-0.003125,0.007158
-0.009487,-0.00954,-0.011735
0.032863,0.038873,-0.057577
-0.029701,-0.005928,0.025792
0.001982,0.006577,-0.013544
-0.027015,-0.011244,0.018106
-0.022323,-0.037822,0.014823
0.031068,0.034211,-0.049888
-0.002316,-0.006078,0.007921
-0.002113,0.007668,-0.003329
-0.01452,0.034448,0.033362
-0.001009,-0.023177,-0.030591
0.039086,0.013287,-0.012281
0.041433,-0.015848,-0.024526
-0.063162,-0.109962,0.077238
-0.01527,-0.033025,0.04231
0.04256,0.03404,-0.028073
0.021995,0.032249,-0.029023
0.024324,-0.018415,0.003768
0.021305,0.002924,-0.01982
0.011234,0.000871,0.020432
0.021301,0.035305,-0.037205
0.021534,0.01109,-0.007552
-0.008422,-0.030166,0.030221
0.010174,-0.013025,-0.013113
-0.006857,-0.027388,0.000249
0.015829,0.016146,-0.020039
0.008555,0.011291,-0.015862
0.002736,0.001483,-0.006984
0.024929,-0.035763,-0.020142
-0.032867,0.096941,-0.190184
-0.047506,-0.17629,0.14146
0.023637,-0.097645,0.251317
0.077645,-0.069203,0.874678
0.267433,0.208883,0.364821
-0.068817,0.093342,-0.660618
-0.241576,-0.129086,-0.898054
,,
0.210986,0.03626,0.204085
-0.154827,-0.176969,-0.135278
0.147362,0.185191,0.058084
0.049798,-0.046525,0.304462
-0.083227,0.008106,-0.249163
0.079091,-0.009913,0.016564
-0.152484,-0.035452,-0.190495
0.04245,0.13657,0.00677
-0.177215,-0.075951,0.045105
0.018673,0.134645,-0.103193
-0.160827,-0.114996,0.066991
0.044587,0.104302,-0.181837
-0.132859,-0.042557,0.053951
-0.086222,-0.02115,-0.04046
-0.049126,0.032191,-0.032896
-0.070967,-0.032557,-0.029785
-0.028662,0.028311,-0.040679
-0.078876,-0.055044,0.014395
-0.019236,0.013028,-0.033563
-0.040559,-0.04043,0.016369
0.000708,-0.003423,-0.021527
-0.002637,-0.007657,0.006414
0.018547,-0.001518,0.009003
0.032928,0.00578,0.019512
0.056522,0.01239,0.003087
0.045135,0.001705,-0.004413
0.041131,-0.004333,-0.017396
0.037096,-0.005783,-0.003521
0.011463,-0.016854,0.007046
0.028203,0.006701,-0.012295
0.003411,-0.021893,0.014867
0.020319,-0.002193,0.001736
0.035742,0.017277,-0.020537
0.027723,-0.008044,0.015565
0.039941,-0.000473,-0.007453
0.042105,0.006656,-0.023526
0.05938,0.015256,-0.005389
0.053479,-0.000479,0.024454
0.045581,-0.013112,0.020228
0.017537,-0.030706,0.016434
0.026402,-0.009313,-0.013873
0.036897,0.002014,0.040017
0.052958,0.003981,0.114782
0.054654,-0.00081,0.148265
0.067512,-0.0138,0.15802
0.076519,0.007838,0.093169
0.085895,0.021703,0.05159
0.081869,0.017633,0.030995
0.068324,0.012118,0.015367
0.059972,0.008949,-0.020708
0.793951,0.065165,0.347571
0.322208,-0.066518,0.173726
-0.039696,0.061771,-0.923993
0.125236,-0.016888,0.049596
0.892323,0.478963,0.107095
-2.548372,-0.385161,-1.880491
-0.246293,-0.062552,1.189189
-0.138688,-0.085728,1.2197
0.089357,-0.0141,-0.113528
0.60368,0.054663,0.087645
0.668088,0.080377,0.051831
0.455382,0.022623,-0.09001
0.476979,0.012486,0.210509
0.258102,0.014274,0.035274
-0.093335,-0.024176,-0.116873
-0.053172,0.009632,0.057325
-0.208661,-0.023615,0.024013
-0.205929,-0.010068,0.006869
-0.233858,-0.009047,-0.080006
-0.214643,0.005999,-0.12946
-0.16468,0.006137,-0.126964
-0.121459,0.018798,-0.082152
-0.09015,0.011898,-0.059891
-0.051157,0.011091,-0.030781
0.006216,0.007948,-0.000106
0.126227,0.013717,0.036476
0.187057,0.010052,0.056339
0.243902,0.010578,0.069009
0.268411,0.003049,0.075887
0.306165,0.00077,0.098029
0.332337,-0.001107,0.113692
0.327365,0.004628,0.085273
0.278334,-0.009668,0.04853
0.211993,-0.012067,0.016713
0.128898,-0.016422,-0.020019
0.075188,-0.012094,-0.034742
0.054107,-0.009158,-0.026957
0.047739,-0.006278,-0.033888
0.04151,-0.004149,-0.049023
0.042056,-0.007255,-0.058095
0.066274,0.001117,-0.057173
0.134905,0.0082,-0.05208
0.191422,0.004399,-0.045404
0.231076,0.007804,-0.070035
0.298308,0.01186,-0.08067
0.374019,0.016161,-0.097527
0.413279,0.01873,-0.132865
0.45058,0.01621,-0.160257
0.457774,-0.002648,-0.182525
0.387467,-0.003863,-0.244538
0.34126,-0.011331,-0.307995
0.231276,-0.014739,-0.343637
0.134769,-0.009478,-0.381868
0.04842,-0.014041,-0.388129
0.019102,-0.021781,-0.418432
0.051701,-0.030223,-0.449189
0.071458,-0.026055,-0.501389
0.029374,-0.021027,-0.577886
-0.140273,-0.043437,-0.569348
-0.045065,-0.032211,-0.57624
-0.279852,-0.053163,-0.509727
-0.47563,-0.047498,-0.341309
-0.671526,-0.045123,-0.135223
-0.785507,-0.039964,0.035981
-0.811783,-0.022552,0.224996
-0.779581,-0.023524,0.363187
-0.761519,-0.005353,0.502384
-0.702267,0.001519,0.633715
-0.611051,0.00772,0.717026
-0.522416,0.016762,0.741191
-0.43253,0.038058,0.780404
-0.465784,0.031046,0.768896
-0.438388,0.027064,0.819304
-0.516505,0.033168,0.870077
-0.297488,0.012412,0.506181
0.338307,-0.084431,-0.027571
0.134066,0.08691,-0.076694
-0.033106,-0.03566,0.169694
0.088377,-0.00191,0.121537
-0.248222,0.021986,0.225243
-0.182043,-0.056986,0.24399
-0.246552,0.00122,0.183815
-0.302527,0.020472,0.201348
-0.262435,-0.021099,0.183329
-0.315964,-0.007526,0.158528
-0.343828,-0.012544,0.163621
-0.339711,-0.021413,0.151818
-0.353341,-0.008277,0.138235
-0.327765,-0.007323,0.146267
-0.32132,0.001048,0.133212
-0.308525,0.001384,0.121264
-0.284067,-0.000169,0.096649
-0.280648,-0.0031,0.08712
-0.263716,0.004714,0.05263
-0.223784,-0.001275,0.023351
-0.238861,0.007737,-0.011051
-0.228857,0.009027,-0.039289
-0.237932,-0.002041,-0.048294
-0.267108,-0.002668,-0.091329
-0.239127,-0.01365,-0.10154
-0.268581,-0.010092,-0.14432
-0.211143,-0.019604,-0.169191
-0.223524,-0.020754,-0.203615
-0.202118,-0.019988,-0.220347
-0.229263,-0.026876,-0.269084
-0.205529,-0.030228,-0.274564
-0.197744,-0.029505,-0.305536
-0.171696,-0.022049,-0.307842
-0.141149,-0.026092,-0.328879
-0.119683,-0.022377,-0.343099
-0.092333,-0.018616,-0.360538
-0.059403,-0.026137,-0.360846
-0.03925,-0.015594,-0.378945
-0.004331,-0.017252,-0.37517
0.056905,-0.007652,-0.364809
0.105568,-0.016166,-0.355327
0.151226,-0.016876,-0.342081
0.168959,-0.013393,-0.340536
0.150597,-0.021953,-0.36752
0.2076,-0.018929,-0.305386
0.282546,-0.014866,-0.240245
0.275761,-0.005827,-0.266127
0.336025,-0.002019,-0.16586
0.350504,-0.001577,-0.142111
0.328804,-0.012279,-0.139323
0.363884,0.006011,-0.054302
0.343785,0.000768,-0.076544
0.28495,0.027958,-0.316781
0.038727,-0.049391,-0.440538
0.134517,-0.00262,-0.346866
0.150374,-0.049416,-0.311887
0.487182,0.081301,0.130276
0.410622,0.01837,-0.104578
0.371679,-0.020763,-0.250575
0.444879,0.0069,-0.029179
0.38614,0.012673,-0.088441
0.39034,0.007686,-0.14116
0.427454,0.010735,-0.094793
0.439303,-0.000828,-0.077164
0.458629,-0.031635,-0.063893
0.486861,-0.016178,0.01193
0.509164,-0.016384,0.00984
0.549454,0.002171,0.02555
0.567282,0.009278,0.040428
0.573161,0.013148,0.087941
0.601333,0.007033,0.123723
0.597211,-0.015984,0.156359
0.615202,-0.014346,0.21838
0.607727,0.000343,0.27661
0.589493,0.007826,0.334006
0.581098,0.006027,0.371671
0.562518,0.022854,0.451099
0.555504,0.023456,0.495257
0.535625,0.015356,0.530313
0.505324,0.022534,0.582051
0.469539,0.026209,0.638833
0.608238,0.015143,0.6703
-0.007072,0.056649,0.752012
0.157859,0.035584,0.702998
0.265742,0.00756,0.812747
0.277523,-0.021417,0.80948
-0.031803,0.077542,0.844091
0.01453,0.015576,0.823779
-0.000091,-0.107885,0.717085
-0.120609,0.145909,0.920063
-0.217781,-0.046152,0.728518
-0.223314,0.018442,0.801507
-0.193005,-0.020273,0.785417
-0.281605,0.028588,0.791149
-0.348672,-0.006641,0.681985
-0.435138,-0.006931,0.629636
